CLUSTER,2
INPUT,6
HIDDEN1,5
OUTPUT,4
LearningRate,0.25
Convergence,0.01
MaxTraining,10000000
DataDescriptionBegin
Input5,Base Distance For Rake Angle Measurement
Input7,Wheel Diameter
Input8,Profile Angle
Input11,Rake Angle
Input12,Circular Land
Input13,Small Core Diameter
Output0,Wheel Setting Angle
Output1,Minimum Wheel Width
Output2,Wheel Displacement
Output3,Distance Between Axes
DataDescriptionEnd
TrainingSetBegin,Input5,Input7,Input8,Input11,Input12,Input13,Output0,Output1,Output2,Output3,
TD9085,0.059973,27.0845,6,1.35,0.292126,0.475527,0.879533,0.445347,-0.540917,13.6297,
TD9086,0.059947,26.475,6,1.35,0.285552,0.475605,0.887467,0.450265,-0.524773,13.3336,
TD9087,0.060044,27.2155,6,0.416667,0.171798,0.625447,1.23787,0.560129,-0.398707,13.8782,
TD9088,0.060013,26.7469,6,0.416667,0.16884,0.625543,1.24047,0.562855,-0.386827,13.6459,
TD9089,0.060044,27.2155,5.29412,1.19118,0.171798,0.450587,0.998059,0.539718,-0.665589,13.6848,
TD9090,0.060013,26.7469,5.29412,1.19118,0.16884,0.450518,1.00076,0.542126,-0.650786,13.4557,
TD9091,0.060044,27.2155,5.29412,1.19118,0.256846,0.550434,0.924765,0.480864,-0.5256,13.7814,
TD9092,0.060013,26.7469,5.29412,1.19118,0.252424,0.550485,0.928118,0.484453,-0.511535,13.5518,
TD9093,0.059933,27.5103,5.29412,1.19118,0.198467,0.600511,0.953412,0.535665,-0.364315,14.0106,
TD9094,0.059973,27.0845,5.29412,1.19118,0.195396,0.600503,0.955176,0.538402,-0.354227,13.7998,
TD9095,0.059947,26.475,5.29412,1.19118,0.190998,0.600605,0.957706,0.542171,-0.340015,13.4979,
TD9096,0.059933,27.5103,5.29412,0.367647,0.296718,0.625467,1.13247,0.42582,-0.778345,13.9171,
TD9097,0.059973,27.0845,5.29412,0.367647,0.292126,0.625459,1.13688,0.430451,-0.758367,13.711,
TD9098,0.059947,26.475,5.29412,0.367647,0.285552,0.625567,1.14306,0.436838,-0.730333,13.4157,
TD9099,0.059933,27.5103,4.5,0.3125,0.296718,0.525447,1.08845,0.363333,-1.69857,13.4219,
TD9100,0.059973,27.0845,4.5,0.3125,0.292126,0.525634,1.0971,0.36835,-1.66821,13.2318,
TD9101,0.060044,27.2155,4.5,0.3125,0.171798,0.550434,1.24125,0.521347,-1.25719,13.6367,
TD9102,0.060013,26.7469,4.5,0.3125,0.16884,0.550485,1.2439,0.524407,-1.22935,13.4106,
TD9103,0.060044,27.2155,4.09091,0.920455,0.171798,0.475591,0.9665,0.535125,-1.08845,13.588,
TD9104,0.060013,26.7469,4.09091,0.920455,0.16884,0.475426,0.968591,0.537613,-1.06536,13.3619,
TD9105,0.059933,27.5103,4.09091,0.920455,0.198467,0.500491,0.946818,0.515818,-1.04657,13.7616,
TD9106,0.059973,27.0845,4.09091,0.920455,0.195396,0.500484,0.948955,0.518282,-1.02573,13.5562,
TD9107,0.059933,27.5103,4.09091,0.284091,0.198467,0.600511,1.17223,0.508548,-1.27216,13.8271,
TD9108,0.059973,27.0845,4.09091,0.284091,0.195396,0.600503,1.17432,0.511898,-1.24511,13.6216,
TD9109,0.060044,27.2155,3.6,0.25,0.256846,0.475591,1.04044,0.338153,-2.92584,12.5644,
TD9110,0.060013,26.7469,3.6,0.25,0.252424,0.475426,1.05072,0.344366,-2.88181,12.3766,
TD9111,0.059933,27.5103,3.6,0.81,0.198467,0.525447,0.93204,0.509727,-1.29534,13.7204,
TD9112,0.059973,27.0845,3.6,0.81,0.195396,0.525634,0.93384,0.512285,-1.26988,13.5163,
TD9113,0.059933,27.5103,3.6,0.81,0.296718,0.600511,0.87808,0.43368,-1.15917,13.7915,
TD9114,0.059973,27.0845,3.6,0.81,0.292126,0.600503,0.88068,0.437415,-1.1331,13.5885,
TD9115,0.059933,27.5103,3.6,0.25,0.198467,0.625467,1.13332,0.505207,-1.51071,13.8059,
TD9116,0.059973,27.0845,3.6,0.25,0.195396,0.625459,1.13504,0.508222,-1.47882,13.6011,
TD9117,0.059933,27.5103,3.33333,0.75,0.296718,0.550403,0.862222,0.426606,-1.6066,13.5706,
TD9118,0.059973,27.0845,3.33333,0.75,0.292126,0.55059,0.865556,0.430257,-1.57458,13.3734,
TD9119,0.059933,27.5103,3.33333,0.231481,0.198467,0.600511,1.12922,0.488505,-2.06327,13.6369,
TD9120,0.059973,27.0845,3.33333,0.231481,0.195396,0.600503,1.13111,0.491584,-2.02225,13.4363,
TD9121,0.060044,27.2155,3.33333,0.231481,0.256846,0.625447,1.08652,0.439531,-1.99064,13.4921,
TD9122,0.060013,26.7469,3.33333,0.231481,0.252424,0.625543,1.08944,0.443664,-1.9435,13.274,
TD9123,0.059933,27.5103,3,0.208333,0.296718,0.525447,0.965933,0.339556,-3.66791,12.4443,
TD9124,0.059973,27.0845,3,0.208333,0.292126,0.525634,0.9744,0.344554,-3.6183,12.284,
TD9125,0.060044,27.2155,3,0.208333,0.171798,0.575438,1.12523,0.49039,-2.83807,13.2597,
TD9126,0.060013,26.7469,3,0.208333,0.16884,0.57556,1.12717,0.493146,-2.78017,13.0438,
TD9127,0.059933,27.5103,3,0.208333,0.198467,0.625467,1.09583,0.481431,-2.37375,13.6042,
TD9128,0.059973,27.0845,3,0.208333,0.195396,0.625459,1.09743,0.484426,-2.32695,13.4047,
TD9129,0.060044,27.2155,3,0.208333,0.256846,0.625447,1.06323,0.427113,-2.55571,13.3342,
TD9130,0.060013,26.7469,3,0.208333,0.252424,0.625543,1.06617,0.431127,-2.49766,13.1212,
TD9131,0.060044,27.2155,3,0.675,0.171798,0.650451,0.913467,0.516755,-1.23541,13.7438,
TD9132,0.060013,26.7469,3,0.675,0.16884,0.650451,0.914267,0.519057,-1.20695,13.5157,
TD9133,0.059933,27.5103,6.42857,1.44643,0.296718,0.625467,0.903929,0.455689,-0.264099,14.0336,
TD9134,0.059973,27.0845,6.42857,1.44643,0.292126,0.625459,0.907214,0.45947,-0.255175,13.8228,
TD9135,0.059947,26.475,6.42857,1.44643,0.285552,0.625567,0.911929,0.465015,-0.242436,13.521,
TD9136,0.059933,27.5103,5.625,1.26563,0.296718,0.525447,0.889,0.446453,-0.545294,13.888,
TD9137,0.059973,27.0845,5.625,1.26563,0.292126,0.525634,0.8935,0.450184,-0.532792,13.6808,
TD9138,0.059947,26.475,5.625,1.26563,0.285552,0.52553,0.899813,0.455371,-0.514939,13.3835,
TD9139,0.059933,27.5103,5.625,1.26563,0.296718,0.575555,0.89725,0.45058,-0.455689,13.956,
TD9140,0.059973,27.0845,5.625,1.26563,0.292126,0.575547,0.900937,0.45444,-0.4438,13.7471,
TD9141,0.059947,26.475,5.625,1.26563,0.285552,0.575454,0.906062,0.45972,-0.426815,13.448,
TD9142,0.059933,27.5103,5.625,0.390625,0.198467,0.600511,1.23169,0.521713,-0.612891,13.9656,
TD9143,0.059973,27.0845,5.625,0.390625,0.195396,0.600503,1.23444,0.52486,-0.598181,13.7562,
TD9144,0.059947,26.475,5.625,0.390625,0.190998,0.600605,1.23838,0.529312,-0.577345,13.4563,
TD9145,0.060044,27.2155,4.73684,1.06579,0.171798,0.575438,0.962895,0.553495,-0.510631,13.8229,
TD9146,0.060013,26.7469,4.73684,1.06579,0.16884,0.57556,0.964526,0.556001,-0.497158,13.5916,
TD9147,0.060044,27.2155,4.73684,1.06579,0.256846,0.625447,0.914263,0.482055,-0.497023,13.8462,
TD9148,0.060013,26.7469,4.73684,1.06579,0.252424,0.625543,0.916526,0.485791,-0.482113,13.6157,
TD9149,0.059933,27.5103,4.28571,0.964286,0.198467,0.500491,0.951619,0.518176,-0.940656,13.7921,
TD9150,0.059973,27.0845,4.28571,0.964286,0.195396,0.500484,0.953762,0.520797,-0.921648,13.586,
TD9151,0.060044,27.2155,4.28571,0.964286,0.256846,0.550434,0.911333,0.47372,-0.852526,13.6938,
TD9152,0.060013,26.7469,4.28571,0.964286,0.252424,0.550485,0.914286,0.477265,-0.831662,13.4672,
TD9153,0.060044,27.2155,4.28571,0.297619,0.171798,0.600442,1.19581,0.540398,-1.06736,13.7369,
TD9154,0.060013,26.7469,4.28571,0.297619,0.16884,0.600468,1.19781,0.543297,-1.04229,13.5085,
TD9155,0.060044,27.2155,3.91304,0.880435,0.171798,0.450587,0.961783,0.528151,-1.30652,13.487,
TD9156,0.060013,26.7469,3.91304,0.880435,0.16884,0.450518,0.964043,0.530592,-1.27984,13.2631,
TD9157,0.059933,27.5103,3.91304,0.271739,0.198467,0.475535,1.185,0.419925,-2.50108,13.1733,
TD9158,0.059973,27.0845,3.91304,0.271739,0.195396,0.475527,1.19,0.423873,-2.4585,12.9843,
TD9159,0.059933,27.5103,3.91304,0.880435,0.198467,0.525447,0.940739,0.515818,-1.06426,13.7854,
TD9160,0.059973,27.0845,3.91304,0.880435,0.195396,0.525634,0.942565,0.518476,-1.04276,13.5798,
TD9161,0.060044,27.2155,3.91304,0.880435,0.171798,0.575438,0.946435,0.542269,-0.832454,13.7561,
TD9162,0.060013,26.7469,3.91304,0.880435,0.16884,0.57556,0.947826,0.544801,-0.812604,13.5266,
TD9163,0.059947,27.2727,5.33333,0.4,0.329381,0.575099,1.2532,0.358366,-0.661177,13.8079,
TD9164,0.060054,26.8097,6,0.666667,0.375335,0.575067,0.9676,0.351743,-0.720643,13.471,
TD9165,0.060027,27.2851,5.66667,1.06667,0.354707,0.575171,0.973067,0.390723,-0.481855,13.8347,
TD9166,0.059995,26.5463,5.66667,1.06667,0.345102,0.574993,0.983933,0.39846,-0.457128,13.4746,
TD9167,0.060054,26.8097,6,0.533333,0.375335,0.6,1.01353,0.34933,-0.722252,13.5013,
TD9168,0.059899,27.3508,6,1.06667,0.220216,0.599868,1.02867,0.515305,-0.34662,13.9311,
TD9169,0.059901,26.7615,6,1.06667,0.215471,0.599871,1.0322,0.5195,-0.332902,13.6395,
TD9170,0.060089,27.3131,5,0.933333,0.477979,0.624787,0.973733,0.28269,-0.463298,13.8829,
TD9171,0.060054,26.8097,4.41176,0.941176,0.321716,0.524933,1.10982,0.392493,-0.516354,13.5952,
TD9172,0.060054,26.8097,5,1.05882,0.268097,0.524933,1.01365,0.460322,-0.569437,13.5635,
TD9173,0.059899,27.3508,5.29412,0.941176,0.264259,0.549879,0.993529,0.464876,-0.659546,13.8093,
TD9174,0.059901,26.7615,5.29412,0.941176,0.258565,0.549881,0.998647,0.469726,-0.63844,13.5225,
TD9175,0.059947,27.2727,4.41176,1.05882,0.329381,0.550066,1.06088,0.398551,-0.394379,13.8667,
TD9176,0.060093,26.5604,5,0.823529,0.365206,0.575033,0.985941,0.373174,-0.691235,13.408,
TD9177,0.060054,26.8097,5,0.470588,0.321716,0.6,1.14071,0.394906,-0.736461,13.5678,
TD9178,0.059947,27.2727,4.5,0.9,0.263505,0.449934,0.9255,0.44686,-1.17216,13.4649,
TD9179,0.060054,26.8097,3.75,0.8,0.294906,0.524933,1.1125,0.411528,-0.671314,13.5786,
TD9180,0.060136,27.2109,4.25,0.8,0.380952,0.524898,0.90095,0.357279,-1.1015,13.508,
TD9181,0.060054,26.8097,4.25,0.6,0.321716,0.550134,1.04845,0.391957,-1.10322,13.4091,
TD9182,0.060054,26.8097,4,0.6,0.375335,0.550134,1.0397,0.340214,-1.11796,13.3971,
TD9183,0.060054,26.8097,4.25,0.5,0.402145,0.575067,0.97095,0.320107,-1.24531,13.292,
TD9184,0.060136,27.2109,4.5,0.4,0.29932,0.6,1.081,0.41551,-1.14776,13.6362,
TD9185,0.060027,27.2851,4.25,0.4,0.354707,0.6,1.0817,0.359891,-1.14925,13.6737,
TD9186,0.059995,26.5463,4.25,0.4,0.345102,0.599947,1.09315,0.368728,-1.0953,13.3284,
TD9187,0.060054,26.8097,4.25,0.8,0.321716,0.6,0.9868,0.41555,-0.724665,13.5764,
TD9188,0.060089,27.3131,4.5,0.8,0.477979,0.599863,0.7407,0.296347,-1.01366,13.535,
TD9189,0.060054,26.8097,4.5,0.3,0.375335,0.624933,1.0279,0.342895,-1.25335,13.359,
TD9190,0.060054,26.8097,4.25,0.4,0.375335,0.624933,1.06165,0.34933,-1.0445,13.4853,
TD9191,0.060089,27.3131,4.25,0.6,0.477979,0.624787,0.8645,0.281325,-1.08911,13.6019,
TD9192,0.060054,26.8097,4.5,0.8,0.402145,0.624933,0.86645,0.353083,-0.878016,13.4786,
TD9193,0.059899,27.3508,4.25,0.6,0.330324,0.649857,1.0354,0.406518,-0.681348,13.8998,
TD9194,0.059901,26.7615,4.25,0.6,0.323206,0.64986,1.03995,0.413058,-0.650722,13.6132,
TD9195,0.059899,27.3508,3.63636,0.545455,0.242237,0.524994,1.1675,0.446818,-1.12552,13.7547,
TD9196,0.059901,26.7615,3.63636,0.545455,0.237018,0.524887,1.17186,0.451627,-1.0836,13.4715,
TD9197,0.059899,27.3508,3.86364,0.545455,0.264259,0.524994,1.09373,0.432063,-1.38736,13.6164,
TD9198,0.059901,26.7615,3.86364,0.545455,0.258565,0.524887,1.09946,0.43719,-1.34389,13.3392,
TD9199,0.060054,26.8097,4.09091,0.727273,0.348525,0.550134,0.885727,0.385523,-1.25228,13.2748,
TD9200,0.059947,27.2727,4.09091,0.818182,0.241546,0.550066,0.953409,0.480457,-1.02569,13.6814,
TD9201,0.060027,27.2851,3.63636,0.727273,0.354707,0.575171,1.001,0.376808,-0.963984,13.7473,
TD9202,0.059995,26.5463,3.63636,0.727273,0.345102,0.574993,1.00918,0.384391,-0.911866,13.3958,
TD9203,0.059947,27.2727,3.40909,0.363636,0.263505,0.600132,1.22841,0.429732,-0.575318,13.8942,
TD9204,0.059947,27.2727,3.40909,0.363636,0.307422,0.600132,1.20659,0.387352,-0.776899,13.8562,
TD9205,0.060136,27.2109,4.09091,0.363636,0.380952,0.6,0.966909,0.334966,-1.56408,13.382,
TD9206,0.060027,27.2851,3.40909,0.636364,0.327422,0.6,1.08932,0.389086,-0.622101,13.8791,
TD9207,0.059995,26.5463,3.40909,0.636364,0.318556,0.599947,1.09455,0.396602,-0.573135,13.5184,
TD9208,0.060136,27.2109,3.40909,0.454545,0.380952,0.650068,1.10336,0.341769,-0.656599,13.862,
TD9209,0.060079,27.3327,3.4,0.32,0.308099,0.5,1.04196,0.332526,-2.56118,12.9593,
TD9210,0.059899,27.3508,2.8,0.56,0.286281,0.49989,1.16968,0.380533,-1.22902,13.7606,
TD9211,0.059901,26.7615,2.8,0.56,0.280112,0.499892,1.17472,0.385477,-1.1657,13.4809,
TD9212,0.060054,26.8097,3.4,0.32,0.294906,0.524933,1.09012,0.368097,-2.28499,12.9751,
TD9213,0.060136,27.2109,3,0.32,0.29932,0.524898,1.20932,0.348299,-1.93469,13.4857,
TD9214,0.059899,27.3508,3.4,0.64,0.242237,0.524994,1.02368,0.460471,-1.47148,13.6203,
TD9215,0.059901,26.7615,3.4,0.64,0.237018,0.524887,1.02752,0.464986,-1.42642,13.3415,
TD9216,0.059899,27.3508,3.4,0.48,0.242237,0.549879,1.08684,0.453204,-1.58203,13.6292,
TD9217,0.059901,26.7615,3.4,0.48,0.237018,0.549881,1.09076,0.457875,-1.53221,13.3508,
TD9218,0.060054,26.8097,3.2,0.72,0.294906,0.550134,1.0026,0.420912,-1.12359,13.4847,
TD9219,0.060027,27.2851,3.6,0.32,0.381992,0.575171,0.9182,0.31869,-2.16316,13.0524,
TD9220,0.059995,26.5463,3.6,0.32,0.371649,0.574993,0.93664,0.327847,-2.1022,12.7467,
TD9221,0.060054,26.8097,3.2,0.56,0.348525,0.575067,1.02084,0.369169,-1.37936,13.4094,
TD9222,0.060093,26.5604,3.2,0.39996,0.365206,0.625166,1.0646,0.351262,-1.30445,13.3619,
TD9223,0.060136,27.2109,3.6,0.56,0.29932,0.625034,0.961,0.424218,-1.33143,13.6256,
TD9224,0.059947,27.2727,3.2,0.56,0.307422,0.624945,1.04176,0.410408,-0.910848,13.8344,
TD9225,0.060027,27.2851,2.8,0.64,0.354707,0.625102,1.05104,0.357981,-0.455935,13.9271,
TD9226,0.059995,26.5463,2.8,0.64,0.345102,0.625166,1.05484,0.365277,-0.39846,13.5638,
TD9227,0.059947,27.2727,3.6,0.32,0.263505,0.649978,1.06284,0.450593,-1.39767,13.7025,
TD9228,0.060054,26.8097,3.4,0.72,0.294906,0.650134,0.94996,0.432708,-0.825201,13.615,
TD9229,0.060054,26.8097,2.96296,0.666667,0.268097,0.5,1.01267,0.430027,-1.61555,13.3153,
TD9230,0.060027,27.2851,2.77778,0.592593,0.327422,0.524966,1.04352,0.372169,-1.61173,13.5956,
TD9231,0.059995,26.5463,2.77778,0.592593,0.318556,0.525086,1.05122,0.378816,-1.52747,13.2554,
TD9232,0.060079,27.3327,3.33333,0.296296,0.242077,0.549956,1.07522,0.431558,-2.49934,13.2375,
TD9233,0.060054,26.8097,3.14815,0.444444,0.348525,0.575067,0.980259,0.361662,-1.99732,13.1365,
TD9234,0.059899,27.3508,2.77778,0.518519,0.242237,0.574983,1.11218,0.443735,-0.886809,13.8833,
TD9235,0.059901,26.7615,2.77778,0.518519,0.237018,0.574876,1.11441,0.447964,-0.84206,13.5953,
TD9236,0.060054,26.8097,3.14815,0.444444,0.294906,0.624933,1.02859,0.416354,-1.44585,13.4606,
TD9237,0.060089,27.3131,2.96296,0.518519,0.443837,0.624787,0.929741,0.298395,-1.67805,13.5435,
TD9238,0.060089,27.3131,2.59259,0.592593,0.51212,0.624787,0.923778,0.246159,-1.50085,13.6255,
TD9239,0.060027,27.2851,2.83333,0.4,0.272851,0.500136,1.00607,0.39236,-3.03629,12.9239,
TD9240,0.059995,26.5463,2.83333,0.4,0.265463,0.500133,1.0149,0.398726,-2.93921,12.6116,
TD9241,0.060054,26.8097,2.33333,0.6,0.375335,0.524933,1.00317,0.330563,-1.84021,13.3131,
TD9242,0.060054,26.8097,2.5,0.2,0.348525,0.575067,1.13677,0.307507,-2.78954,13.0853,
TD9243,0.059899,27.3508,2.5,0.6,0.264259,0.574983,1.02857,0.423915,-1.1209,13.8432,
TD9244,0.059901,26.7615,2.5,0.6,0.258565,0.574876,1.03083,0.428356,-1.0683,13.5579,
TD9245,0.060054,26.8097,2.83333,0.333333,0.375335,0.6,0.961833,0.329759,-2.58928,12.9279,
TD9246,0.060093,26.5604,2.5,0.533333,0.398406,0.599934,0.978667,0.322709,-1.69622,13.2629,
TD9247,0.059899,27.3508,2.83333,0.533333,0.308302,0.599868,0.954533,0.401013,-1.89254,13.5675,
TD9248,0.059901,26.7615,2.83333,0.533333,0.301659,0.599871,0.958633,0.406162,-1.82999,13.2954,
TD9249,0.060089,27.3131,2.33333,0.333333,0.375555,0.650051,1.0976,0.31888,-1.03756,13.8942,
TD9250,0.060064,28.4732,3,0.2,0.252178,0.599954,1.07047,0.422513,-2.98028,13.7779,
TD9251,0.060103,27.8538,3,0.2,0.246692,0.59991,1.07473,0.42745,-2.89863,13.5017,
TD9252,0.05991,27.973,3,0.2,0.292793,0.6,1.0344,0.384685,-3.05856,13.4009,
TD9253,0.059929,28.3688,3,0.2,0.390071,0.6,0.9006,0.298936,-3.24574,13.1121,
TD9254,0.060064,28.4732,3,0.5,0.252178,0.599954,0.952433,0.446126,-2.1215,14.0385,
TD9255,0.060103,27.8538,3,0.5,0.246692,0.59991,0.955433,0.450549,-2.06145,13.7506,
TD9256,0.059929,28.3688,3,0.5,0.390071,0.6,0.840433,0.338298,-2.41277,13.6227,
TD9257,0.05991,27.973,3,0.5,0.247748,0.6,0.954867,0.44955,-2.07297,13.8061,
TD9258,0.059868,27.8455,3,0.5,0.382875,0.60007,0.848333,0.343543,-2.3599,13.402,
TD9259,0.060064,28.4732,3,0.5,0.298028,0.599954,0.9237,0.408987,-2.24003,13.9399,
TD9260,0.060103,27.8538,3,0.5,0.291545,0.59991,0.928067,0.413994,-2.17627,13.6584,
TD9261,0.05991,27.973,3,0.5,0.292793,0.6,0.927233,0.413063,-2.18851,13.7126,
TD9262,0.05991,27.973,3,0.2,0.247748,0.6,1.0739,0.426351,-2.91441,13.5547,
TD9263,0.060064,28.4732,3,0.5,0.343879,0.599954,0.887367,0.372994,-2.34457,13.8193,
TD9264,0.060103,27.8538,3,0.5,0.336398,0.59991,0.8937,0.37856,-2.27921,13.5465,
TD9265,0.05991,27.973,3,0.5,0.337838,0.6,0.892467,0.377477,-2.29189,13.5991,
TD9266,0.059868,27.8455,3,0.199967,0.382875,0.60007,0.913533,0.304908,-3.19039,12.9179,
TD9267,0.060064,28.4732,3,0.666667,0.252178,0.599954,0.890367,0.453003,-1.77166,14.1355,
TD9268,0.060103,27.8538,3,0.666667,0.246692,0.59991,0.8929,0.457053,-1.72056,13.8435,
TD9269,0.059929,28.3688,3,0.666667,0.390071,0.6,0.7971,0.350709,-2.03865,13.8028,
TD9270,0.05991,27.973,3,0.666667,0.247748,0.6,0.8924,0.456081,-1.7304,13.8995,
TD9271,0.059868,27.8455,3,0.666667,0.382875,0.60007,0.803467,0.355726,-1.99095,13.5729,
TD9272,0.060064,28.4732,3,0.666667,0.298028,0.599954,0.865933,0.417698,-1.87391,14.0587,
TD9273,0.060103,27.8538,3,0.666667,0.291545,0.59991,0.869567,0.422516,-1.81947,13.7715,
TD9274,0.059929,28.3688,3,0.666667,0.460993,0.6,0.7171,0.303191,-2.09184,13.5851,
TD9275,0.05991,27.973,3,0.666667,0.292793,0.6,0.868867,0.421622,-1.82995,13.8268,
TD9276,0.059868,27.8455,3,0.666667,0.452489,0.60007,0.728033,0.308737,-2.0536,13.3696,
TD9277,0.060064,28.4732,3,0.666667,0.343879,0.599954,0.8356,0.38354,-1.96813,13.9656,
TD9278,0.060103,27.8538,3,0.666667,0.336398,0.59991,0.8408,0.389101,-1.91142,13.6849,
TD9279,0.059929,28.3688,3,0.666667,0.531915,0.6,0.601533,0.261348,-1.99858,13.3131,
TD9280,0.05991,27.973,3,0.666667,0.337838,0.6,0.839767,0.387838,-1.92252,13.739,
TD9281,0.059868,27.8455,3,0.666667,0.522102,0.60007,0.619833,0.26662,-1.98712,13.1142,
TD9282,0.060064,28.4732,3,0.2,0.252178,0.5,1.01323,0.359239,-4.0784,12.7895,
TD9283,0.060103,27.8538,3,0.2,0.246692,0.499888,1.02293,0.365553,-3.99731,12.5515,
TD9284,0.05991,27.973,3,0.2,0.247748,0.5,1.02103,0.364189,-4.01306,12.5973,
TD9285,0.060064,28.4732,3,0.2,0.298028,0.5,0.915567,0.305594,-3.9381,12.4658,
TD9286,0.060103,27.8538,3,0.2,0.291545,0.499888,0.931233,0.313972,-3.88428,12.2492,
TD9287,0.05991,27.973,3,0.2,0.292793,0.5,0.928233,0.312162,-3.89505,12.291,
TD9288,0.060064,28.4732,3,0.2,0.298028,0.599954,1.02917,0.379872,-3.12655,13.6149,
TD9289,0.060103,27.8538,3,0.2,0.291545,0.59991,1.03563,0.385737,-3.04216,13.3499,
TD9290,0.060064,28.4732,3,0.2,0.229253,0.549977,1.08307,0.421366,-3.51765,13.4668,
TD9291,0.060103,27.8538,3,0.2,0.224266,0.549899,1.0881,0.426105,-3.42992,13.1998,
TD9292,0.05991,27.973,3,0.2,0.225225,0.55,1.08713,0.425,-3.44685,13.2511,
TD9293,0.060064,28.4732,3,0.2,0.343879,0.574966,0.9494,0.326685,-3.43971,13.1536,
TD9294,0.060103,27.8538,3,0.2,0.336398,0.575017,0.9615,0.333483,-3.36555,12.9152,
TD9295,0.05991,27.973,3,0.666667,0.225225,0.575,0.901767,0.472973,-1.82185,13.8525,
TD9296,0.060064,28.4732,3,0.666667,0.343879,0.599954,0.8356,0.38354,-1.96813,13.9656,
TD9297,0.060103,27.8538,3,0.666667,0.336398,0.59991,0.8408,0.389101,-1.91142,13.6849,
TD9298,0.05991,27.973,5,1.42857,0.337838,0.475,1.09086,0.378378,-0.318919,14.1847,
TD9299,0.059944,27.881,6.42857,1.42857,0.697026,0.550186,0.083643,0.186338,-0.304833,13.8829,
TD9300,0.059944,27.881,6.42857,1.42857,0.464684,0.625,0.732786,0.322491,-0.41171,14.1408,
TD9301,0.059944,27.881,6.42857,1.42857,0.697026,0.650093,0.225643,0.164963,-0.392658,13.9605,
TD9302,0.060106,28.4928,3,0.666667,0.344116,0.449874,0.7338,0.377839,-2.52948,13.1585,
TD9303,0.060106,28.4928,2.33333,0.2,0.22941,0.524891,1.29877,0.376004,-2.22482,14.2528,
TD9304,0.060106,28.4928,3,0.666667,0.22941,0.524891,0.894167,0.46708,-2.15761,13.908,
TD9305,0.060106,28.4928,3,0.2,0.22941,0.549897,1.08287,0.420968,-3.52053,13.4749,
TD9306,0.060106,28.4928,3,0.2,0.344116,0.574903,0.9489,0.326451,-3.44207,13.1608,
TD9307,0.060106,28.4928,3,0.666667,0.22941,0.574903,0.899733,0.469833,-1.86511,14.0973,
TD9308,0.060106,28.4928,5,1.42857,0.344116,0.47488,1.08271,0.374398,-0.336774,14.44,
TD9309,0.060106,28.4928,6.42857,0.428571,0.344116,0.574903,1.0915,0.355816,-0.779307,14.3076,
TD9310,0.05991,27.973,6.42857,0.464286,0.236486,0.552027,1.24421,0.456306,-0.683784,14.1218,
TD9311,0.05991,27.973,6.42857,1.46429,0.349099,0.602027,0.852429,0.411712,-0.34482,14.2234,
TD9312,0.060064,28.4732,5.29412,1.20588,0.355342,0.602017,0.847941,0.403255,-0.545851,14.4177,
TD9313,0.060103,27.8538,5.29412,1.20588,0.347612,0.601929,0.854176,0.409285,-0.525903,14.1162,
TD9314,0.05991,27.973,4.73684,1.07895,0.236486,0.577027,0.925684,0.497297,-0.598198,14.1703,
TD9315,0.060064,28.4732,4.09091,0.295455,0.355342,0.577029,1.00691,0.339065,-1.83242,13.8817,
TD9316,0.060103,27.8538,4.09091,0.295455,0.347612,0.577035,1.01968,0.34649,-1.78381,13.61,
TD9317,0.060064,28.4732,3.75,0.270833,0.240715,0.55204,1.13146,0.436268,-2.13778,13.9409,
TD9318,0.060103,27.8538,3.75,0.270833,0.235479,0.551917,1.13688,0.441579,-2.07939,13.6571,
TD9319,0.05991,27.973,3.33333,0.759259,0.349099,0.502027,0.786111,0.386712,-1.85293,13.4932,
TD9320,0.05991,27.973,3.33333,0.759259,0.236486,0.527027,0.896778,0.472748,-1.62478,13.8216,
TD9321,0.05991,27.973,2.59259,0.240741,0.349099,0.652027,1.17222,0.338964,-0.690991,14.2709,
TD9322,0.060064,28.4732,6.92308,0.5,0.355342,0.577029,1.06862,0.350527,-0.666208,14.332,
TD9323,0.060103,27.8538,6.92308,0.5,0.347612,0.577035,1.08346,0.357479,-0.646109,14.035,
TD9324,0.05991,27.973,6.92308,0.5,0.349099,0.577027,1.08062,0.356081,-0.65,14.0921,
TD9325,0.05991,27.973,4.66667,1.36667,0.349099,0.502027,1.06147,0.376351,-0.306982,14.2038,
TD9326,0.060064,28.4732,6,1.36667,0.355342,0.55204,0.830133,0.404172,-0.48762,14.3893,
TD9327,0.060103,27.8538,6,1.36667,0.347612,0.551917,0.8384,0.409957,-0.47163,14.0877,
TD9328,0.059944,27.881,6,1.36667,0.72026,0.552045,0.0144,0.166357,-0.282528,13.8169,
TD9329,0.05991,27.973,3.5,1.025,0.349099,0.477027,1.0353,0.369369,-0.736036,14.105,
TD9330,0.05991,27.973,3.5,0.325,0.236486,0.527027,1.39835,0.401126,-0.640315,14.202,
TD9331,0.05991,27.973,3.5,1.025,0.236486,0.602027,1.0394,0.466441,0.073198,14.2863,
TD9332,0.059944,27.881,4.5,1.025,0.487918,0.626859,0.7167,0.299257,-0.848048,13.9545,
TD9333,0.060008,28.1917,6.42857,0.464286,0.211438,0.551953,1.27271,0.484495,-0.649215,14.2511,
