Data_description,
Input5,Base Distance For Rake Angle Measurement,
Input7,Wheel Diameter,
Input8,Profile Angle,
Input11,Rake Angle,
Input12,Circular Land,
Input13,Small Core Diameter,
Output0,Wheel Setting Angle,
Output1,Minimum Wheel Width,
Output2,Wheel Displacement,
Output3,Distance Between Axes,
Data begin,Input5,Input7,Input8,Input11,Input12,Input13,Output0,Output1,Output2,Output3,
TD17057,0.059920,22.310757,3.103448,0.700000,0.240956,0.526215,0.886207,0.461833,-1.551235,10.994422,
TD17058,0.060019,21.881838,3.103448,0.700000,0.236324,0.526258,0.889276,0.465458,-1.514692,10.795874,
TD17059,0.059926,21.678538,3.103448,0.700000,0.234128,0.526169,0.890690,0.467018,-1.497368,10.701610,
TD17060,0.059933,21.296015,3.103448,0.700000,0.229997,0.526164,0.893345,0.470338,-1.465014,10.524034,
TD17061,0.059985,20.942408,3.103448,0.700000,0.226178,0.526253,0.895793,0.473298,-1.435004,10.359611,
TD17062,0.060062,20.609451,3.103448,0.700000,0.222582,0.526130,0.898034,0.475931,-1.407037,10.204475,
TD17063,0.060044,20.304569,3.103448,0.700000,0.219289,0.526178,0.900103,0.478608,-1.381436,10.062364,
TD17064,0.060060,20.020020,3.103448,0.700000,0.216216,0.526241,0.902000,0.480909,-1.357643,9.929501,
TD17065,0.059969,19.754480,3.103448,0.700000,0.213348,0.526175,0.903759,0.483138,-1.335403,9.805277,
TD17066,0.060061,19.509476,3.103448,0.700000,0.210702,0.526198,0.905345,0.485089,-1.315078,9.690635,
TD17067,0.060055,19.283747,3.103448,0.700000,0.208264,0.526171,0.906828,0.487052,-1.296281,9.584986,
TD17068,0.060043,18.975332,3.103448,0.700000,0.204934,0.526159,0.908828,0.489564,-1.270670,9.440363,
TD17069,0.059992,18.789424,3.103448,0.700000,0.202926,0.526238,0.910034,0.491209,-1.255402,9.353107,
TD17070,0.059984,18.538136,3.103448,0.700000,0.200212,0.526218,0.911621,0.493247,-1.234640,9.235169,
TD17071,0.059966,18.250554,3.103448,0.700000,0.197106,0.526137,0.913448,0.495633,-1.211055,9.099857,
TD17072,0.059967,18.015699,3.103448,0.700000,0.194570,0.526187,0.914931,0.497619,-1.191867,8.989448,
TD17073,0.059969,17.825312,3.103448,0.700000,0.192513,0.526229,0.916138,0.499236,-1.176343,8.899669,
TD17074,0.059970,17.601207,3.103448,0.700000,0.190093,0.526150,0.917517,0.501132,-1.158159,8.794066,
TD17075,0.060081,54.310930,3.103448,0.700000,0.513238,0.551256,0.579034,0.278683,-3.559403,24.979633,
TD17076,0.059981,49.984380,3.103448,0.700000,0.472352,0.551390,0.656862,0.301468,-3.495158,23.303343,
TD17077,0.059854,46.715328,3.103448,0.700000,0.441460,0.551241,0.705552,0.320292,-3.344526,21.987737,
TD17078,0.060044,44.272274,3.103448,0.700000,0.418373,0.551190,0.737276,0.335086,-3.192861,20.977864,
TD17079,0.059995,42.474117,3.103448,0.700000,0.401380,0.551102,0.758310,0.346430,-3.065569,20.220600,
TD17080,0.060123,41.109969,3.103448,0.700000,0.388489,0.551131,0.773034,0.355087,-2.962487,19.638232,
TD17081,0.059945,40.130424,3.103448,0.700000,0.379233,0.551292,0.783138,0.361425,-2.885377,19.216453,
TD17082,0.060020,39.196472,3.103448,0.700000,0.370407,0.551200,0.792207,0.367467,-2.810387,18.811122,
TD17083,0.060120,38.323353,3.103448,0.700000,0.362156,0.551138,0.800448,0.373413,-2.738683,18.429940,
TD17084,0.059981,37.488285,3.103448,0.700000,0.354264,0.551078,0.807897,0.378866,-2.669400,18.063027,
TD17085,0.060106,36.705666,3.103448,0.700000,0.346869,0.551273,0.814724,0.384262,-2.603808,17.717366,
TD17086,0.059938,35.257823,3.103448,0.700000,0.333186,0.551124,0.826690,0.394227,-2.481049,17.073601,
TD17087,0.060095,34.587116,3.103448,0.700000,0.326848,0.551232,0.831966,0.398833,-2.423692,16.773454,
TD17088,0.060059,33.955857,3.103448,0.700000,0.320883,0.551146,0.836828,0.403226,-2.369482,16.490025,
TD17089,0.060025,33.347228,3.103448,0.700000,0.315131,0.551271,0.841345,0.407461,-2.317424,16.215506,
TD17090,0.060016,32.773454,3.103448,0.700000,0.309709,0.551209,0.845517,0.411512,-2.268128,15.956166,
TD17091,0.060008,32.219090,3.103448,0.700000,0.304470,0.551148,0.849448,0.415224,-2.220499,15.704591,
TD17092,0.060051,31.195165,3.103448,0.700000,0.294794,0.551180,0.856483,0.422500,-2.132774,15.238448,
TD17093,0.060088,30.716068,3.103448,0.700000,0.290267,0.551161,0.859690,0.425993,-2.091764,15.019581,
TD17094,0.059947,30.257186,3.103448,0.700000,0.285930,0.551248,0.862690,0.429274,-2.052572,14.809380,
TD17095,0.060007,29.817369,3.103448,0.700000,0.281774,0.551249,0.865483,0.432352,-2.015095,14.607529,
TD17096,0.059986,28.996013,3.103448,0.700000,0.274012,0.551287,0.870655,0.438202,-1.945451,14.229612,
TD17097,0.060075,28.607188,3.103448,0.700000,0.270338,0.551225,0.873034,0.441087,-1.912569,14.050063,
TD17098,0.060007,28.238616,3.103448,0.700000,0.266855,0.551182,0.875241,0.443699,-1.881574,13.879809,
TD17099,0.060079,27.543467,3.103448,0.700000,0.260286,0.551214,0.879379,0.448786,-1.823033,13.557927,
TD17100,0.060044,27.215513,3.103448,0.700000,0.257187,0.551284,0.881276,0.451097,-1.795714,13.405681,
TD17101,0.060007,26.595745,3.103448,0.700000,0.251330,0.551197,0.884828,0.455618,-1.744016,13.117520,
TD17102,0.060013,26.307136,3.103448,0.700000,0.248602,0.551134,0.886483,0.457744,-1.720158,12.983065,
TD17103,0.060045,25.756600,3.103448,0.700000,0.243400,0.551191,0.889517,0.461687,-1.674662,12.726336,
TD17104,0.059920,25.498008,3.103448,0.700000,0.240956,0.551235,0.890931,0.463586,-1.653386,12.605578,
TD17105,0.060019,25.007815,3.103448,0.700000,0.236324,0.551266,0.893621,0.467177,-1.613160,12.376211,
TD17106,0.059926,24.775472,3.103448,0.700000,0.234128,0.551099,0.894862,0.468876,-1.594147,12.267420,
TD17107,0.059933,24.338302,3.103448,0.700000,0.229997,0.551263,0.897172,0.472011,-1.558564,12.062367,
TD17108,0.059985,23.934181,3.103448,0.700000,0.226178,0.551234,0.899310,0.475093,-1.525804,11.872700,
TD17109,0.060062,23.553658,3.103448,0.700000,0.222582,0.551156,0.901276,0.477845,-1.495216,11.693802,
TD17110,0.060044,23.205221,3.103448,0.700000,0.219289,0.551269,0.903069,0.480493,-1.467295,11.529804,
TD17111,0.060060,22.880023,3.103448,0.700000,0.216216,0.551266,0.904724,0.482768,-1.441298,11.376519,
TD17112,0.059969,22.576549,3.103448,0.700000,0.213348,0.551150,0.906241,0.484972,-1.417102,11.233385,
TD17113,0.060061,22.296544,3.103448,0.700000,0.210702,0.551143,0.907655,0.487040,-1.394928,11.101171,
TD17114,0.060055,22.038567,3.103448,0.700000,0.208264,0.551240,0.908931,0.488981,-1.374518,10.979339,
TD17115,0.060043,21.686094,3.103448,0.700000,0.204934,0.551233,0.910690,0.491597,-1.346706,10.812686,
TD17116,0.059992,21.473628,3.103448,0.700000,0.202926,0.551201,0.911724,0.493222,-1.330023,10.712119,
TD17117,0.059984,21.186441,3.103448,0.700000,0.200212,0.551245,0.913138,0.495365,-1.307601,10.576139,
TD17118,0.059966,20.857776,3.103448,0.700000,0.197106,0.551167,0.914724,0.497719,-1.281971,10.420284,
TD17119,0.059967,20.589371,3.103448,0.700000,0.194570,0.551280,0.916034,0.499807,-1.261228,10.293012,
TD17120,0.059969,20.371785,3.103448,0.700000,0.192513,0.551184,0.917069,0.501401,-1.244334,10.189712,
TD17121,0.059970,20.115665,3.103448,0.700000,0.190093,0.551169,0.918310,0.503269,-1.224667,10.068016,
TD17122,0.060026,59.599830,3.103448,0.217207,0.430822,0.576415,0.765448,0.241379,-6.100468,26.296296,
TD17123,0.060128,52.611800,3.103448,0.217207,0.380308,0.576099,0.895517,0.295753,-5.771139,23.919579,
TD17124,0.060081,47.522064,3.103448,0.217207,0.343517,0.576035,0.962931,0.331297,-5.249491,21.996606,
TD17125,0.059981,43.736332,3.103448,0.217241,0.316151,0.576382,1.003000,0.357388,-4.790378,20.481100,
TD17126,0.059854,40.875912,3.103448,0.217241,0.295474,0.576058,1.028793,0.376934,-4.424818,19.294015,
TD17127,0.060044,38.738240,3.103448,0.217241,0.280022,0.576093,1.046069,0.391810,-4.147482,18.387382,
TD17128,0.059995,37.164853,3.103448,0.217241,0.268649,0.576321,1.057828,0.402708,-3.942660,17.709849,
TD17129,0.060123,35.971223,3.103448,0.217241,0.260021,0.576053,1.066241,0.410843,-3.788027,17.190391,
TD17130,0.059945,35.114121,3.103448,0.217241,0.253825,0.576122,1.072069,0.417106,-3.676950,16.815149,
TD17131,0.060020,34.296913,3.103448,0.217241,0.247918,0.576188,1.077414,0.422587,-3.571779,16.455169,
TD17132,0.060120,33.532934,3.103448,0.217241,0.242395,0.576287,1.082310,0.428024,-3.473772,16.117126,
TD17133,0.059981,32.802249,3.103448,0.217241,0.237113,0.576148,1.086793,0.432990,-3.380740,15.792174,
TD17134,0.060106,32.117458,3.103448,0.217241,0.232163,0.576279,1.090966,0.437715,-3.293875,15.486579,
TD17135,0.059938,30.850595,3.103448,0.217241,0.223006,0.576245,1.098379,0.446452,-3.134420,14.918246,
TD17136,0.060095,30.263727,3.103448,0.217241,0.218764,0.576092,1.101724,0.450497,-3.061176,14.653696,
TD17137,0.060059,29.711375,3.103448,0.217241,0.214771,0.576188,1.104828,0.454372,-2.992572,14.404075,
TD17138,0.060025,29.178825,3.103448,0.217241,0.210921,0.576282,1.107724,0.458108,-2.927053,14.162568,
TD17139,0.060016,28.676772,3.103448,0.217241,0.207292,0.576198,1.110483,0.461491,-2.865219,13.934453,
TD17140,0.060008,28.191704,3.103448,0.217241,0.203786,0.576118,1.113034,0.464962,-2.806081,13.713451,
TD17141,0.060051,27.295769,3.103448,0.217241,0.197309,0.576331,1.117759,0.471047,-2.697602,13.304348,
TD17142,0.060088,26.876560,3.103448,0.217241,0.194279,0.576310,1.119897,0.473987,-2.647149,13.112306,
TD17143,0.059947,26.475038,3.103448,0.217241,0.191377,0.576210,1.121966,0.476740,-2.599092,12.927950,
TD17144,0.060007,26.090198,3.103448,0.217241,0.188595,0.576221,1.123897,0.479314,-2.553485,12.751211,
TD17145,0.059986,25.371511,3.103448,0.217241,0.183400,0.576296,1.127483,0.484415,-2.468467,12.420080,
TD17146,0.060075,25.031289,3.103448,0.217241,0.180940,0.576077,1.129172,0.486680,-2.428571,12.263007,
TD17147,0.060007,24.708789,3.103448,0.217241,0.178609,0.576244,1.130759,0.488881,-2.390752,12.114013,
TD17148,0.060079,24.100534,3.103448,0.217241,0.174212,0.576175,1.133724,0.493028,-2.320021,11.832501,
TD17149,0.060044,23.813574,3.103448,0.217241,0.172138,0.576288,1.135103,0.494982,-2.286954,11.699439,
TD17150,0.060007,23.271277,3.103448,0.217241,0.168218,0.576130,1.137690,0.498670,-2.224568,11.447640,
TD17151,0.060013,23.018744,3.103448,0.217241,0.166393,0.576291,1.138931,0.500493,-2.195659,11.330155,
TD17152,0.060045,22.537025,3.103448,0.217241,0.162910,0.576143,1.141207,0.503703,-2.141017,11.105924,
TD17153,0.059920,22.310757,3.103448,0.217241,0.161275,0.576255,1.142276,0.505339,-2.115378,11.000478,
TD17154,0.060019,21.881838,3.103448,0.217241,0.158174,0.576118,1.144310,0.508284,-2.067052,10.800250,
TD17155,0.059926,21.678538,3.103448,0.217241,0.156705,0.576185,1.145276,0.509600,-2.044286,10.705327,
TD17156,0.059933,21.296015,3.103448,0.217241,0.153940,0.576209,1.147069,0.512169,-2.001521,10.526468,
TD17157,0.059985,20.942408,3.103448,0.217241,0.151384,0.576215,1.148724,0.514734,-1.962154,10.361107,
TD17158,0.060062,20.609451,3.103448,0.217241,0.148977,0.576181,1.150276,0.516856,-1.925512,10.204917,
TD17159,0.060044,20.304569,3.103448,0.217241,0.146773,0.576215,1.151724,0.518927,-1.891951,10.062074,
TD17160,0.060060,20.020020,3.103448,0.217241,0.144716,0.576148,1.153034,0.520807,-1.860718,9.928500,
TD17161,0.059969,19.754480,3.103448,0.217241,0.142797,0.576125,1.154276,0.522647,-1.831805,9.803725,
TD17162,0.060061,19.509476,3.103448,0.217241,0.141026,0.576226,1.155448,0.524247,-1.805184,9.688545,
TD17163,0.060055,19.283747,3.103448,0.217241,0.139394,0.576171,1.156483,0.525758,-1.780716,9.582369,
TD17164,0.060043,18.975332,3.103448,0.217241,0.137165,0.576172,1.157931,0.527921,-1.747357,9.437110,
TD17165,0.059992,18.789424,3.103448,0.217241,0.135821,0.576164,1.158828,0.529191,-1.727419,9.349483,
TD17166,0.059984,18.538136,3.103448,0.217241,0.134004,0.576271,1.160000,0.530853,-1.700477,9.231065,
TD17167,0.059966,18.250554,3.103448,0.217241,0.131925,0.576196,1.161345,0.532655,-1.669795,9.095424,
TD17168,0.059967,18.015699,3.103448,0.217241,0.130228,0.576245,1.162483,0.534294,-1.644833,8.984558,
TD17169,0.059969,17.825312,3.103448,0.217241,0.128852,0.576140,1.163345,0.535523,-1.624650,8.894576,
TD17170,0.059970,17.601207,3.103448,0.217241,0.127232,0.576188,1.164414,0.536963,-1.600955,8.788660,
TD17171,0.060081,54.310930,3.103448,0.217241,0.513238,0.626273,0.649828,0.206382,-4.709097,24.021045,
TD17172,0.059981,49.984380,3.103448,0.217241,0.472352,0.626367,0.778931,0.242737,-4.809122,22.674477,
TD17173,0.059854,46.715328,3.103448,0.217241,0.441460,0.626277,0.851655,0.268613,-4.627153,21.545985,
TD17174,0.060044,44.272274,3.103448,0.217241,0.418373,0.626176,0.896000,0.288046,-4.405921,20.646099,
TD17175,0.059995,42.474117,3.103448,0.217241,0.401380,0.626228,0.924138,0.302628,-4.213432,19.955137,
TD17176,0.060123,41.109969,3.103448,0.217241,0.388489,0.626156,0.943207,0.313720,-4.056269,19.415468,
TD17177,0.059945,40.130424,3.103448,0.217241,0.379233,0.626285,0.956034,0.322047,-3.938801,19.021319,
TD17178,0.060020,39.196472,3.103448,0.217241,0.370407,0.626164,0.967379,0.329495,-3.824841,18.639637,
TD17179,0.060120,38.323353,3.103448,0.217241,0.362156,0.626347,0.977517,0.336766,-3.716168,18.278802,
TD17180,0.059981,37.488285,3.103448,0.217241,0.354264,0.626054,0.986586,0.343721,-3.611762,17.929241,
TD17181,0.060106,36.705666,3.103448,0.217241,0.346869,0.626061,0.994759,0.350310,-3.513191,17.598991,
TD17182,0.059938,35.257823,3.103448,0.217241,0.333186,0.626267,1.008862,0.362494,-3.330101,16.979947,
TD17183,0.060095,34.587116,3.103448,0.217241,0.326848,0.626243,1.015000,0.368137,-3.245352,16.690013,
TD17184,0.060059,33.955857,3.103448,0.217241,0.320883,0.626273,1.020621,0.373727,-3.165747,16.415535,
TD17185,0.060025,33.347228,3.103448,0.217241,0.315131,0.626303,1.025793,0.378699,-3.089412,16.149229,
TD17186,0.060016,32.773454,3.103448,0.217241,0.309709,0.626178,1.030586,0.383654,-3.017616,15.896968,
TD17187,0.060008,32.219090,3.103448,0.217241,0.304470,0.626259,1.035000,0.388441,-2.948852,15.651832,
TD17188,0.060051,31.195165,3.103448,0.217241,0.294794,0.626243,1.042897,0.397153,-2.822188,15.196530,
TD17189,0.060088,30.716068,3.103448,0.217241,0.290267,0.626224,1.046448,0.401421,-2.763678,14.982338,
TD17190,0.059947,30.257186,3.103448,0.217241,0.285930,0.626135,1.049759,0.405257,-2.707829,14.776286,
TD17191,0.060007,29.817369,3.103448,0.217241,0.281774,0.626165,1.052862,0.409057,-2.654678,14.578271,
TD17192,0.059986,28.996013,3.103448,0.217241,0.274012,0.626314,1.058517,0.416093,-2.555999,14.206959,
TD17193,0.060075,28.607188,3.103448,0.217241,0.270338,0.626140,1.061103,0.419453,-2.509923,14.030216,
TD17194,0.060007,28.238616,3.103448,0.217241,0.266855,0.626191,1.063552,0.422697,-2.466290,13.862690,
TD17195,0.060079,27.543467,3.103448,0.217241,0.260286,0.626270,1.068034,0.428645,-2.384748,13.545361,
TD17196,0.060044,27.215513,3.103448,0.217241,0.257187,0.626127,1.070103,0.431536,-2.346487,13.395135,
TD17197,0.060007,26.595745,3.103448,0.217241,0.251330,0.626164,1.073931,0.436835,-2.275100,13.110705,
TD17198,0.060013,26.307136,3.103448,0.217241,0.248602,0.626274,1.075690,0.439329,-2.242026,12.977968,
TD17199,0.060045,25.756600,3.103448,0.217241,0.243400,0.626207,1.078966,0.444140,-2.179491,12.723921,
TD17200,0.059920,25.498008,3.103448,0.217241,0.240956,0.626135,1.080483,0.446375,-2.150279,12.604462,
TD17201,0.060019,25.007815,3.103448,0.217241,0.236324,0.626133,1.083345,0.450610,-2.095342,12.377618,
TD17202,0.059926,24.775472,3.103448,0.217241,0.234128,0.626200,1.084655,0.452617,-2.069526,12.269743,
TD17203,0.059933,24.338302,3.103448,0.217241,0.229997,0.626255,1.087172,0.456343,-2.021144,12.066778,
TD17204,0.059985,23.934181,3.103448,0.217241,0.226178,0.626178,1.089448,0.459985,-1.976814,11.878684,
TD17205,0.060062,23.553658,3.103448,0.217241,0.222582,0.626233,1.091517,0.463124,-1.935522,11.701163,
TD17206,0.060044,23.205221,3.103448,0.217241,0.219289,0.626251,1.093448,0.466280,-1.897752,11.538506,
TD17207,0.060060,22.880023,3.103448,0.217241,0.216216,0.626198,1.095207,0.469040,-1.862863,11.386529,
TD17208,0.059969,22.576549,3.103448,0.217241,0.213348,0.626217,1.096828,0.471709,-1.830394,11.244250,
TD17209,0.060061,22.296544,3.103448,0.217241,0.210702,0.626115,1.098345,0.474080,-1.800725,11.113016,
TD17210,0.060055,22.038567,3.103448,0.217241,0.208264,0.626171,1.099724,0.476309,-1.773416,10.992011,
TD17211,0.060043,21.686094,3.103448,0.217241,0.204934,0.626186,1.101586,0.479398,-1.736514,10.826376,
TD17212,0.059992,21.473628,3.103448,0.217241,0.202926,0.626225,1.102690,0.481278,-1.714401,10.726480,
TD17213,0.059984,21.186441,3.103448,0.217241,0.200212,0.626192,1.104207,0.483713,-1.684587,10.591234,
TD17214,0.059966,20.857776,3.103448,0.217241,0.197106,0.626255,1.105897,0.486508,-1.650632,10.436319,
TD17215,0.059967,20.589371,3.103448,0.217241,0.194570,0.626303,1.107310,0.488869,-1.623086,10.309741,
TD17216,0.059969,20.371785,3.103448,0.217241,0.192513,0.626178,1.108414,0.490705,-1.600968,10.206901,
TD17217,0.059970,20.115665,3.103448,0.217241,0.190093,0.626226,1.109724,0.492960,-1.575057,10.085743,
TD17218,0.059995,42.474117,6.923077,0.484615,0.268649,0.501195,1.196000,0.379612,-1.199097,21.104593,
TD17219,0.060123,41.109969,6.923077,0.484615,0.260021,0.501285,1.213923,0.390031,-1.151079,20.452467,
TD17220,0.059945,40.130424,6.923077,0.484615,0.253825,0.501129,1.226462,0.397542,-1.116378,19.983446,
TD17221,0.060020,39.196472,6.923077,0.484615,0.247918,0.501225,1.238000,0.404459,-1.083537,19.535032,
TD17222,0.060120,38.323353,6.923077,0.484615,0.242395,0.501317,1.248615,0.411018,-1.052695,19.115210,
TD17223,0.059981,37.488285,6.923077,0.484615,0.237113,0.501172,1.258462,0.417057,-1.023196,18.712980,
TD17224,0.060106,36.705666,6.923077,0.484615,0.232163,0.501262,1.267615,0.423033,-0.995641,18.335398,
TD17225,0.059938,35.257823,6.923077,0.484615,0.223006,0.501102,1.284077,0.433451,-0.944910,17.635743,
TD17226,0.060095,34.587116,6.923077,0.484615,0.218764,0.501081,1.291538,0.438392,-0.921530,17.311068,
TD17227,0.060059,33.955857,6.923077,0.484615,0.214771,0.501273,1.298615,0.442912,-0.899830,17.005093,
TD17228,0.060025,33.347228,6.923077,0.484615,0.210921,0.501251,1.305231,0.447270,-0.878699,16.709879,
TD17229,0.060016,32.773454,6.923077,0.484615,0.207292,0.501229,1.311462,0.451454,-0.859074,16.431381,
TD17230,0.060008,32.219090,6.923077,0.484615,0.203786,0.501208,1.317462,0.455296,-0.840113,16.161901,
TD17231,0.060051,31.195165,6.923077,0.484615,0.197309,0.501267,1.328462,0.462468,-0.805420,15.663872,
TD17232,0.060088,30.716068,6.923077,0.484615,0.194279,0.501248,1.333615,0.465924,-0.789403,15.430601,
TD17233,0.059947,30.257186,6.923077,0.484615,0.191377,0.501135,1.338462,0.468986,-0.774017,15.207073,
TD17234,0.060007,29.817369,6.923077,0.484615,0.188595,0.501118,1.343154,0.472046,-0.759411,14.992546,
TD17235,0.059986,28.996013,6.923077,0.484615,0.183400,0.501269,1.351846,0.477709,-0.732149,14.591881,
TD17236,0.060075,28.607188,6.923077,0.484615,0.180940,0.501162,1.356000,0.480243,-0.719471,14.401931,
TD17237,0.060007,28.238616,6.923077,0.484615,0.178609,0.501235,1.359923,0.482880,-0.707377,14.222026,
TD17238,0.060079,27.543467,6.923077,0.484615,0.174212,0.501291,1.367308,0.487519,-0.684799,13.882252,
TD17239,0.060044,27.215513,6.923077,0.484615,0.172138,0.501276,1.370846,0.489709,-0.674264,13.721891,
TD17240,0.060007,26.595745,6.923077,0.484615,0.168218,0.501164,1.377462,0.493684,-0.654422,13.418551,
TD17241,0.060013,26.307136,6.923077,0.484615,0.166393,0.501151,1.380538,0.495725,-0.645183,13.277376,
TD17242,0.060045,25.756600,6.923077,0.484615,0.162910,0.501127,1.386538,0.499195,-0.627656,13.007566,
TD17243,0.059920,25.498008,6.923077,0.484615,0.161275,0.501195,1.389308,0.501036,-0.619602,12.880956,
TD17244,0.060019,25.007815,6.923077,0.484615,0.158174,0.501250,1.394692,0.504064,-0.604095,12.640669,
TD17245,0.059926,24.775472,6.923077,0.484615,0.156705,0.501239,1.397231,0.505574,-0.596934,12.526634,
TD17246,0.059933,24.338302,6.923077,0.484615,0.153940,0.501217,1.402077,0.508366,-0.583359,12.312291,
TD17247,0.059985,23.934181,6.923077,0.484615,0.151384,0.501272,1.406538,0.510995,-0.570830,12.113987,
TD17248,0.060062,23.553658,6.923077,0.484615,0.148977,0.501104,1.410846,0.513323,-0.559105,11.927131,
TD17249,0.060044,23.205221,6.923077,0.484615,0.146773,0.501233,1.414769,0.515446,-0.548368,11.756055,
TD17250,0.060060,22.880023,6.923077,0.484615,0.144716,0.501216,1.418462,0.517518,-0.538539,11.596311,
TD17251,0.059969,22.576549,6.923077,0.484615,0.142797,0.501199,1.421923,0.519261,-0.529279,11.447157,
TD17252,0.060061,22.296544,6.923077,0.484615,0.141026,0.501115,1.425231,0.521042,-0.520903,11.309504,
