Data_description,
Input5,Base Distance For Rake Angle Measurement,
Input7,Wheel Diameter,
Input8,Profile Angle,
Input11,Rake Angle,
Input12,Circular Land,
Input13,Small Core Diameter,
Output0,Wheel Setting Angle,
Output1,Minimum Wheel Width,
Output2,Wheel Displacement,
Output3,Distance Between Axes,
Data begin,Input5,Input7,Input8,Input11,Input12,Input13,Output0,Output1,Output2,Output3,
TD16815,0.060106,36.705666,3.333333,0.751852,0.232163,0.576279,0.904889,0.479009,-1.840560,18.225510,
TD16816,0.059938,35.257823,3.333333,0.751852,0.223006,0.576245,0.909185,0.486338,-1.745483,17.533275,
TD16817,0.060095,34.587116,3.333333,0.751852,0.218764,0.576092,0.911111,0.489840,-1.702118,17.212062,
TD16818,0.060059,33.955857,3.333333,0.751852,0.214771,0.576188,0.912926,0.493209,-1.661290,16.909593,
TD16819,0.060025,33.347228,3.333333,0.751852,0.210921,0.576282,0.914630,0.496248,-1.622551,16.617549,
TD16820,0.060016,32.773454,3.333333,0.751852,0.207292,0.576198,0.916259,0.499181,-1.586030,16.342073,
TD16821,0.060008,32.219090,3.333333,0.751852,0.203786,0.576118,0.917778,0.502014,-1.551148,16.075513,
TD16822,0.060051,31.195165,3.333333,0.751852,0.197309,0.576331,0.920593,0.507311,-1.487035,15.582960,
TD16823,0.060088,30.716068,3.333333,0.751852,0.194279,0.576310,0.921926,0.509695,-1.457285,15.352083,
TD16824,0.059947,30.257186,3.333333,0.751852,0.191377,0.576210,0.923148,0.512103,-1.429085,15.131051,
TD16825,0.060007,29.817369,3.333333,0.751852,0.188595,0.576221,0.924333,0.514350,-1.402162,14.918934,
TD16826,0.059986,28.996013,3.333333,0.751852,0.183400,0.576296,0.926556,0.518485,-1.352120,14.522472,
TD16827,0.060075,28.607188,3.333333,0.751852,0.180940,0.576077,0.927593,0.520472,-1.328625,14.334704,
TD16828,0.060007,28.238616,3.333333,0.751852,0.178609,0.576244,0.928556,0.522414,-1.306389,14.156548,
TD16829,0.060079,27.543467,3.333333,0.751852,0.174212,0.576175,0.930407,0.526080,-1.264762,13.820451,
TD16830,0.060044,27.215513,3.333333,0.751852,0.172138,0.576288,0.931259,0.527641,-1.245280,13.661677,
TD16831,0.060007,26.595745,3.333333,0.751852,0.168218,0.576130,0.932889,0.530918,-1.208777,13.361702,
TD16832,0.060013,26.307136,3.333333,0.751852,0.166393,0.576291,0.933667,0.532391,-1.191713,13.221966,
TD16833,0.060045,25.756600,3.333333,0.751852,0.162910,0.576143,0.935111,0.535254,-1.159530,12.955087,
TD16834,0.059920,25.498008,3.333333,0.751852,0.161275,0.576255,0.935815,0.536574,-1.144542,12.829801,
TD16835,0.060019,25.007815,3.333333,0.751852,0.158174,0.576118,0.937074,0.539075,-1.116130,12.591904,
TD16836,0.059926,24.775472,3.333333,0.751852,0.156705,0.576185,0.937704,0.540260,-1.102663,12.479251,
TD16837,0.059933,24.338302,3.333333,0.751852,0.153940,0.576209,0.938852,0.542592,-1.077578,12.266961,
TD16838,0.059985,23.934181,3.333333,0.751852,0.151384,0.576215,0.939926,0.544652,-1.054450,12.070755,
TD16839,0.060062,23.553658,3.333333,0.751852,0.148977,0.576181,0.940926,0.546592,-1.032828,11.885912,
TD16840,0.060044,23.205221,3.333333,0.751852,0.146773,0.576215,0.941852,0.548368,-1.013198,11.716606,
TD16841,0.060060,22.880023,3.333333,0.751852,0.144716,0.576148,0.942741,0.550122,-0.994852,11.558416,
TD16842,0.059969,22.576549,3.333333,0.751852,0.142797,0.576125,0.943556,0.551714,-0.977847,11.410752,
TD16843,0.060061,22.296544,3.333333,0.751852,0.141026,0.576226,0.944296,0.553094,-0.962096,11.274526,
TD16844,0.060055,22.038567,3.333333,0.751852,0.139394,0.576171,0.945000,0.554408,-0.947796,11.149036,
TD16845,0.060043,21.686094,3.333333,0.751852,0.137165,0.576172,0.945963,0.556248,-0.928165,10.977501,
TD16846,0.059992,21.473628,3.333333,0.751852,0.135821,0.576164,0.946519,0.557375,-0.916387,10.873977,
TD16847,0.059984,21.186441,3.333333,0.751852,0.134004,0.576271,0.947296,0.558792,-0.900556,10.734110,
TD16848,0.059966,20.857776,3.333333,0.751852,0.131925,0.576196,0.948222,0.560553,-0.882545,10.573980,
TD16849,0.059967,20.589371,3.333333,0.751852,0.130228,0.576245,0.948963,0.561961,-0.867842,10.443186,
TD16850,0.059969,20.371785,3.333333,0.751852,0.128852,0.576140,0.949556,0.563025,-0.855997,10.337153,
TD16851,0.059970,20.115665,3.333333,0.751852,0.127232,0.576188,0.950259,0.564370,-0.842092,10.212220,
TD16852,0.060081,47.522064,3.333333,0.233333,0.513238,0.651052,0.741519,0.223693,-3.765105,21.943313,
TD16853,0.059981,43.736332,3.333333,0.233333,0.472352,0.651359,0.843926,0.255858,-3.596064,20.595751,
TD16854,0.059854,40.875912,3.333333,0.233333,0.441460,0.651095,0.901889,0.281168,-3.347445,19.491679,
TD16855,0.060044,38.738240,3.333333,0.233333,0.418373,0.651079,0.937333,0.300775,-3.127006,18.625623,
TD16856,0.059995,37.164853,3.333333,0.233333,0.401380,0.651181,0.959889,0.315636,-2.954871,17.968144,
TD16857,0.060123,35.971223,3.333333,0.233333,0.388489,0.651079,0.975185,0.326824,-2.822199,17.459404,
TD16858,0.059945,35.114121,3.333333,0.233333,0.379233,0.651367,0.985519,0.335089,-2.725859,17.089541,
TD16859,0.060020,34.296913,3.333333,0.233333,0.370407,0.651151,0.994667,0.342724,-2.634248,16.733219,
TD16860,0.060120,33.532934,3.333333,0.233333,0.362156,0.651257,1.002852,0.350180,-2.548743,16.397365,
TD16861,0.059981,32.802249,3.333333,0.233333,0.354264,0.651125,1.010222,0.357076,-2.467901,16.073336,
TD16862,0.060106,32.117458,3.333333,0.233333,0.346869,0.651067,1.016852,0.363845,-2.392062,15.767837,
TD16863,0.059938,30.850595,3.333333,0.233333,0.333186,0.651168,1.028407,0.376157,-2.253856,15.197885,
TD16864,0.060095,30.263727,3.333333,0.233333,0.326848,0.651102,1.033444,0.381755,-2.190661,14.931690,
TD16865,0.060059,29.711375,3.333333,0.233333,0.320883,0.651316,1.038074,0.387309,-2.131791,14.680390,
TD16866,0.060025,29.178825,3.333333,0.233333,0.315131,0.651105,1.042333,0.392664,-2.075448,14.436849,
TD16867,0.060016,28.676772,3.333333,0.233333,0.309709,0.651168,1.046296,0.397583,-2.022941,14.206678,
TD16868,0.060008,28.191704,3.333333,0.233333,0.304470,0.651228,1.049963,0.402336,-1.972815,13.983286,
TD16869,0.060051,27.295769,3.333333,0.233333,0.294794,0.651199,1.056556,0.411191,-1.881068,13.569312,
TD16870,0.060088,26.876560,3.333333,0.233333,0.290267,0.651181,1.059519,0.415435,-1.838933,13.374736,
TD16871,0.059947,26.475038,3.333333,0.233333,0.285930,0.651286,1.062333,0.419251,-1.798790,13.187973,
TD16872,0.060007,26.090198,3.333333,0.233333,0.281774,0.651137,1.064963,0.423034,-1.760716,13.008572,
TD16873,0.059986,25.371511,3.333333,0.233333,0.274012,0.651142,1.069778,0.430228,-1.690468,12.672526,
TD16874,0.060075,25.031289,3.333333,0.233333,0.270338,0.651171,1.071963,0.433578,-1.657787,12.513141,
TD16875,0.060007,24.708789,3.333333,0.233333,0.266855,0.651253,1.074074,0.436816,-1.626721,12.361631,
TD16876,0.060079,24.100534,3.333333,0.233333,0.260286,0.651231,1.077926,0.442933,-1.569117,12.075572,
TD16877,0.060044,23.813574,3.333333,0.233333,0.257187,0.651131,1.079704,0.445824,-1.542269,11.940296,
TD16878,0.060007,23.271277,3.333333,0.233333,0.251330,0.651097,1.083000,0.451130,-1.492021,11.684176,
TD16879,0.060013,23.018744,3.333333,0.233333,0.248602,0.651266,1.084556,0.453798,-1.468760,11.564781,
TD16880,0.060045,22.537025,3.333333,0.233333,0.243400,0.651159,1.087444,0.458467,-1.424984,11.336446,
TD16881,0.059920,22.310757,3.333333,0.233333,0.240956,0.651155,1.088778,0.460717,-1.404622,11.229163,
TD16882,0.060019,21.881838,3.333333,0.233333,0.236324,0.651141,1.091296,0.464989,-1.366208,11.025477,
TD16883,0.059926,21.678538,3.333333,0.233333,0.234128,0.651130,1.092481,0.467018,-1.348095,10.928771,
TD16884,0.059933,21.296015,3.333333,0.233333,0.229997,0.651202,1.094667,0.470946,-1.314420,10.746577,
TD16885,0.059985,20.942408,3.333333,0.233333,0.226178,0.651309,1.096704,0.474495,-1.283620,10.578160,
TD16886,0.060062,20.609451,3.333333,0.233333,0.222582,0.651111,1.098593,0.477698,-1.254821,10.419108,
TD16887,0.060044,20.304569,3.333333,0.233333,0.219289,0.651197,1.100333,0.480783,-1.228716,10.273532,
TD16888,0.060060,20.020020,3.333333,0.233333,0.216216,0.651223,1.101926,0.483626,-1.204490,10.137423,
TD16889,0.059969,19.754480,3.333333,0.233333,0.213348,0.651192,1.103444,0.486242,-1.182023,10.010301,
TD16890,0.060061,19.509476,3.333333,0.233333,0.210702,0.651198,1.104815,0.488712,-1.161511,9.892837,
TD16891,0.060055,19.283747,3.333333,0.233333,0.208264,0.651240,1.106074,0.490909,-1.142700,9.784711,
TD16892,0.060043,18.975332,3.333333,0.233333,0.204934,0.651261,1.107778,0.494036,-1.117105,9.636622,
TD16893,0.059992,18.789424,3.333333,0.233333,0.202926,0.651188,1.108815,0.495907,-1.101866,9.547443,
TD16894,0.059984,18.538136,3.333333,0.233333,0.200212,0.651218,1.110222,0.498411,-1.081303,9.426642,
TD16895,0.059966,18.250554,3.333333,0.233333,0.197106,0.651154,1.111815,0.501238,-1.058011,9.288359,
TD16896,0.059967,18.015699,3.333333,0.233333,0.194570,0.651268,1.113111,0.503539,-1.038991,9.175396,
TD16897,0.059969,17.825312,3.333333,0.233333,0.192513,0.651133,1.114185,0.505348,-1.023810,9.083652,
TD16898,0.059970,17.601207,3.333333,0.233333,0.190093,0.651119,1.115407,0.507669,-1.005909,8.975735,
TD16899,0.060128,60.127772,3.103448,0.700000,0.380308,0.476137,0.720069,0.358136,-4.741451,27.754604,
TD16900,0.060081,54.310930,3.103448,0.700000,0.343517,0.476239,0.771828,0.382892,-4.367957,25.349966,
TD16901,0.059981,49.984380,3.103448,0.700000,0.316151,0.476101,0.804897,0.402374,-4.035614,23.512027,
TD16902,0.059854,46.715328,3.103448,0.700000,0.295474,0.476204,0.827138,0.417226,-3.764964,22.096642,
TD16903,0.060044,44.272274,3.103448,0.700000,0.280022,0.476204,0.842517,0.428611,-3.555064,21.025457,
TD16904,0.059995,42.474117,3.103448,0.700000,0.268649,0.476241,0.853172,0.437218,-3.397929,20.229891,
TD16905,0.060123,41.109969,3.103448,0.700000,0.260021,0.476105,0.860862,0.443474,-3.277492,19.622559,
TD16906,0.059945,40.130424,3.103448,0.700000,0.253825,0.476298,0.866276,0.448457,-3.190620,19.184851,
TD16907,0.060020,39.196472,3.103448,0.700000,0.247918,0.476237,0.871241,0.452719,-3.107545,18.765556,
TD16908,0.060120,38.323353,3.103448,0.700000,0.242395,0.476168,0.875828,0.457006,-3.029940,18.372695,
TD16909,0.059981,37.488285,3.103448,0.700000,0.237113,0.476101,0.880034,0.461106,-2.955483,17.995548,
TD16910,0.060106,36.705666,3.103448,0.700000,0.232163,0.476256,0.883966,0.464786,-2.885524,17.641202,
TD16911,0.059938,35.257823,3.103448,0.700000,0.223006,0.476201,0.891000,0.471794,-2.756501,16.983473,
TD16912,0.060095,34.587116,3.103448,0.700000,0.218764,0.476221,0.894172,0.475141,-2.696714,16.677691,
TD16913,0.060059,33.955857,3.103448,0.700000,0.214771,0.476231,0.897172,0.478353,-2.640492,16.389431,
TD16914,0.060025,33.347228,3.103448,0.700000,0.210921,0.476240,0.899931,0.481242,-2.586494,16.110880,
TD16915,0.060016,32.773454,3.103448,0.700000,0.207292,0.476239,0.902552,0.484228,-2.535436,15.847808,
TD16916,0.060008,32.219090,3.103448,0.700000,0.203786,0.476238,0.905034,0.486911,-2.486508,15.593234,
TD16917,0.060051,31.195165,3.103448,0.700000,0.197309,0.476311,0.909552,0.491909,-2.395984,15.122051,
TD16918,0.060088,30.716068,3.103448,0.700000,0.194279,0.476291,0.911621,0.494337,-2.353811,14.901133,
TD16919,0.059947,30.257186,3.103448,0.700000,0.191377,0.476172,0.913586,0.496596,-2.313351,14.689297,
TD16920,0.060007,29.817369,3.103448,0.700000,0.188595,0.476146,0.915448,0.498695,-2.274879,14.486023,
TD16921,0.059986,28.996013,3.103448,0.700000,0.183400,0.476260,0.918897,0.502900,-2.202972,14.105654,
TD16922,0.060075,28.607188,3.103448,0.700000,0.180940,0.476131,0.920517,0.504738,-2.169140,13.925264,
TD16923,0.060007,28.238616,3.103448,0.700000,0.178609,0.476174,0.922034,0.506530,-2.136957,13.754148,
TD16924,0.060079,27.543467,3.103448,0.700000,0.174212,0.476158,0.924862,0.510071,-2.076605,13.431055,
TD16925,0.060044,27.215513,3.103448,0.700000,0.172138,0.476271,0.926207,0.511652,-2.048137,13.278449,
TD16926,0.060007,26.595745,3.103448,0.700000,0.168218,0.476230,0.928690,0.514794,-1.994681,12.989694,
TD16927,0.060013,26.307136,3.103448,0.700000,0.166393,0.476159,0.929828,0.516278,-1.969911,12.855146,
TD16928,0.060045,25.756600,3.103448,0.700000,0.162910,0.476175,0.932000,0.518995,-1.922569,12.598036,
TD16929,0.059920,25.498008,3.103448,0.700000,0.161275,0.476175,0.933034,0.520319,-1.900398,12.477131,
TD16930,0.060019,25.007815,3.103448,0.700000,0.158174,0.476243,0.934931,0.522663,-1.858550,12.247890,
TD16931,0.059926,24.775472,3.103448,0.700000,0.156705,0.476154,0.935862,0.523846,-1.838805,12.139052,
TD16932,0.059933,24.338302,3.103448,0.700000,0.153940,0.476118,0.937552,0.526012,-1.801491,11.934287,
TD16933,0.059985,23.934181,3.103448,0.700000,0.151384,0.476290,0.939103,0.528197,-1.767240,11.744951,
TD16934,0.060062,23.553658,3.103448,0.700000,0.148977,0.476226,0.940552,0.529957,-1.735021,11.566318,
TD16935,0.060044,23.205221,3.103448,0.700000,0.146773,0.476142,0.941897,0.531690,-1.705584,11.402611,
TD16936,0.060060,22.880023,3.103448,0.700000,0.144716,0.476190,0.943138,0.533391,-1.678250,11.249821,
TD16937,0.059969,22.576549,3.103448,0.700000,0.142797,0.476224,0.944276,0.534782,-1.652744,11.107098,
TD16938,0.060061,22.296544,3.103448,0.700000,0.141026,0.476171,0.945345,0.536232,-1.629320,10.975334,
TD16939,0.060055,22.038567,3.103448,0.700000,0.139394,0.476171,0.946345,0.537466,-1.607713,10.853857,
TD16940,0.060043,21.686094,3.103448,0.700000,0.137165,0.476145,0.947655,0.539306,-1.578341,10.687856,
TD16941,0.059992,21.473628,3.103448,0.700000,0.135821,0.476178,0.948448,0.540330,-1.560730,10.587706,
TD16942,0.059984,21.186441,3.103448,0.700000,0.134004,0.476165,0.949552,0.541843,-1.536811,10.452198,
TD16943,0.059966,20.857776,3.103448,0.700000,0.131925,0.476209,0.950759,0.543345,-1.509582,10.297093,
TD16944,0.059967,20.589371,3.103448,0.700000,0.130228,0.476258,0.951793,0.544718,-1.487325,10.170377,
TD16945,0.059969,20.371785,3.103448,0.700000,0.128852,0.476190,0.952586,0.545837,-1.469442,10.067482,
TD16946,0.059970,20.115665,3.103448,0.700000,0.127232,0.476238,0.953552,0.547020,-1.448328,9.946442,
TD16947,0.060095,34.587116,3.103448,0.217241,0.326848,0.501081,0.855690,0.269131,-4.273238,15.058798,
TD16948,0.060059,33.955857,3.103448,0.217241,0.320883,0.501273,0.873828,0.279499,-4.246180,14.848684,
TD16949,0.060025,33.347228,3.103448,0.217241,0.315131,0.501251,0.890138,0.288662,-4.212172,14.641309,
TD16950,0.060016,32.773454,3.103448,0.217241,0.309709,0.501229,0.904897,0.296805,-4.174723,14.443261,
TD16951,0.060008,32.219090,3.103448,0.217241,0.304470,0.501208,0.918345,0.304068,-4.133508,14.248490,
TD16952,0.060051,31.195165,3.103448,0.217241,0.294794,0.501267,0.941966,0.317021,-4.046988,13.882433,
TD16953,0.060088,30.716068,3.103448,0.217241,0.290267,0.501248,0.952414,0.322903,-4.002304,13.708197,
TD16954,0.059947,30.257186,3.103448,0.217241,0.285930,0.501135,0.962034,0.328290,-3.957073,13.539713,
TD16955,0.060007,29.817369,3.103448,0.217241,0.281774,0.501118,0.971000,0.333209,-3.911852,13.376444,
TD16956,0.059986,28.996013,3.103448,0.217241,0.274012,0.501269,0.987069,0.342697,-3.823124,13.068141,
TD16957,0.060075,28.607188,3.103448,0.217241,0.270338,0.501162,0.994310,0.346862,-3.779188,12.920257,
TD16958,0.060007,28.238616,3.103448,0.217241,0.266855,0.501235,1.001103,0.351041,-3.736498,12.779562,
TD16959,0.060079,27.543467,3.103448,0.217241,0.260286,0.501291,1.013414,0.358582,-3.653813,12.511276,
TD16960,0.060044,27.215513,3.103448,0.217241,0.257187,0.501276,1.019034,0.362136,-3.613710,12.383739,
TD16961,0.060007,26.595745,3.103448,0.217241,0.251330,0.501164,1.029345,0.368517,-3.536569,12.140459,
TD16962,0.060013,26.307136,3.103448,0.217241,0.248602,0.501151,1.034034,0.371753,-3.500000,12.026472,
TD16963,0.060045,25.756600,3.103448,0.217241,0.243400,0.501127,1.042724,0.377334,-3.429008,11.807630,
TD16964,0.059920,25.498008,3.103448,0.217241,0.240956,0.501195,1.046724,0.380080,-3.395378,11.704223,
TD16965,0.060019,25.007815,3.103448,0.217241,0.236324,0.501250,1.054138,0.385120,-3.330885,11.507033,
TD16966,0.059926,24.775472,3.103448,0.217241,0.234128,0.501239,1.057586,0.387581,-3.299938,11.413131,
TD16967,0.059933,24.338302,3.103448,0.217241,0.229997,0.501217,1.063931,0.391999,-3.241406,11.235625,
TD16968,0.059985,23.934181,3.103448,0.217241,0.226178,0.501272,1.069724,0.396260,-3.186836,11.070755,
TD16969,0.060062,23.553658,3.103448,0.217241,0.222582,0.501104,1.074966,0.399971,-3.134992,10.914471,
TD16970,0.060044,23.205221,3.103448,0.217241,0.219289,0.501233,1.079759,0.403626,-3.087310,10.770848,
TD16971,0.060060,22.880023,3.103448,0.217241,0.216216,0.501216,1.084138,0.406835,-3.042614,10.636351,
TD16972,0.059969,22.576549,3.103448,0.217241,0.213348,0.501199,1.088103,0.409905,-3.000706,10.510089,
TD16973,0.060061,22.296544,3.103448,0.217241,0.210702,0.501115,1.091759,0.412625,-2.961817,10.393395,
TD16974,0.060055,22.038567,3.103448,0.217241,0.208264,0.501240,1.095069,0.415289,-2.926033,10.285537,
TD16975,0.060043,21.686094,3.103448,0.217241,0.204934,0.501220,1.099552,0.418813,-2.876931,10.137571,
TD16976,0.059992,21.473628,3.103448,0.217241,0.202926,0.501275,1.102207,0.420883,-2.847135,10.048181,
TD16977,0.059984,21.186441,3.103448,0.217241,0.200212,0.501192,1.105724,0.423729,-2.806939,9.926907,
TD16978,0.059966,20.857776,3.103448,0.217241,0.197106,0.501238,1.109724,0.427063,-2.760918,9.787642,
TD16979,0.059967,20.589371,3.103448,0.217241,0.194570,0.501222,1.112966,0.429674,-2.723202,9.673658,
TD16980,0.059969,20.371785,3.103448,0.217241,0.192513,0.501146,1.115517,0.431755,-2.692641,9.580978,
TD16981,0.059970,20.115665,3.103448,0.217241,0.190093,0.501132,1.118517,0.434247,-2.656525,9.471587,
TD16982,0.060081,54.310930,3.103448,0.217241,0.343517,0.526137,0.877517,0.282417,-6.476578,23.933469,
TD16983,0.059981,49.984380,3.103448,0.217241,0.316151,0.526086,0.943448,0.318026,-6.134333,22.401749,
TD16984,0.059854,46.715328,3.103448,0.217241,0.295474,0.526131,0.984379,0.341606,-5.787153,21.175474,
TD16985,0.060044,44.272274,3.103448,0.217241,0.280022,0.526287,1.011345,0.358882,-5.495849,20.226342,
TD16986,0.059995,42.474117,3.103448,0.217241,0.268649,0.526148,1.029414,0.371118,-5.268914,19.511282,
TD16987,0.060123,41.109969,3.103448,0.217241,0.260021,0.526208,1.042172,0.380267,-5.091984,18.959918,
TD16988,0.059945,40.130424,3.103448,0.217241,0.253825,0.526210,1.051034,0.387008,-4.962629,18.560070,
TD16989,0.060020,39.196472,3.103448,0.217241,0.247918,0.526213,1.059034,0.393190,-4.838070,18.175159,
TD16990,0.060120,38.323353,3.103448,0.217241,0.242395,0.526228,1.066345,0.399042,-4.720479,17.812934,
TD16991,0.059981,37.488285,3.103448,0.217241,0.237113,0.526242,1.073069,0.404405,-4.607545,17.463449,
TD16992,0.060106,36.705666,3.103448,0.217241,0.232163,0.526267,1.079207,0.409727,-4.501262,17.134435,
TD16993,0.059938,35.257823,3.103448,0.217241,0.223006,0.526223,1.090103,0.419127,-4.303658,16.520494,
TD16994,0.060095,34.587116,3.103448,0.217241,0.218764,0.526157,1.094966,0.423476,-4.211846,16.233895,
TD16995,0.060059,33.955857,3.103448,0.217241,0.214771,0.526316,1.099483,0.427844,-4.125424,15.963073,
TD16996,0.060025,33.347228,3.103448,0.217241,0.210921,0.526261,1.103690,0.431638,-4.042101,15.700709,
TD16997,0.060016,32.773454,3.103448,0.217241,0.207292,0.526219,1.107621,0.435477,-3.963540,15.452683,
TD16998,0.060008,32.219090,3.103448,0.217241,0.203786,0.526178,1.111276,0.438985,-3.887837,15.212042,
TD16999,0.060051,31.195165,3.103448,0.217241,0.197309,0.526223,1.118000,0.445701,-3.748099,14.765646,
TD17000,0.060088,30.716068,3.103448,0.217241,0.194279,0.526205,1.121034,0.448839,-3.682857,14.555769,
TD17001,0.059947,30.257186,3.103448,0.217241,0.191377,0.526286,1.123931,0.451778,-3.620461,14.354198,
TD17002,0.060007,29.817369,3.103448,0.217241,0.188595,0.526277,1.126655,0.454529,-3.560939,14.160641,
TD17003,0.059986,28.996013,3.103448,0.217241,0.183400,0.526278,1.131655,0.459949,-3.449801,13.797934,
TD17004,0.060075,28.607188,3.103448,0.217241,0.180940,0.526193,1.134000,0.462364,-3.397282,13.625425,
TD17005,0.060007,28.238616,3.103448,0.217241,0.178609,0.526121,1.136172,0.464702,-3.347688,13.461878,
TD17006,0.060079,27.543467,3.103448,0.217241,0.174212,0.526252,1.140276,0.469272,-3.254433,13.152522,
TD17007,0.060044,27.215513,3.103448,0.217241,0.172138,0.526280,1.142172,0.471339,-3.210580,13.006123,
TD17008,0.060007,26.595745,3.103448,0.217241,0.168218,0.526097,1.145690,0.475233,-3.127992,12.728890,
TD17009,0.060013,26.307136,3.103448,0.217241,0.166393,0.526143,1.147345,0.477146,-3.089609,12.599638,
TD17010,0.060045,25.756600,3.103448,0.217241,0.162910,0.526240,1.150414,0.480522,-3.016581,12.352382,
TD17011,0.059920,25.498008,3.103448,0.217241,0.161275,0.526215,1.151862,0.482231,-2.982470,12.236175,
TD17012,0.060019,25.007815,3.103448,0.217241,0.158174,0.526258,1.154586,0.485308,-2.917943,12.015161,
TD17013,0.059926,24.775472,3.103448,0.217241,0.156705,0.526169,1.155828,0.486683,-2.887426,11.910344,
TD17014,0.059933,24.338302,3.103448,0.217241,0.153940,0.526164,1.158241,0.489504,-2.830088,11.712808,
TD17015,0.059985,23.934181,3.103448,0.217241,0.151384,0.526253,1.160414,0.492147,-2.777263,11.529843,
TD17016,0.060062,23.553658,3.103448,0.217241,0.148977,0.526130,1.162448,0.494480,-2.727808,11.357280,
TD17017,0.060044,23.205221,3.103448,0.217241,0.146773,0.526178,1.164310,0.496737,-2.682524,11.199130,
TD17018,0.060060,22.880023,3.103448,0.217241,0.144716,0.526241,1.166069,0.498641,-2.640498,11.051194,
TD17019,0.059969,22.576549,3.103448,0.217241,0.142797,0.526175,1.167655,0.500635,-2.601383,10.912939,
TD17020,0.060061,22.296544,3.103448,0.217241,0.141026,0.526198,1.169138,0.502369,-2.565357,10.785396,
TD17021,0.060055,22.038567,3.103448,0.217241,0.139394,0.526171,1.170483,0.503994,-2.532231,10.667769,
TD17022,0.060043,21.686094,3.103448,0.217241,0.137165,0.526159,1.172345,0.506099,-2.487124,10.506641,
TD17023,0.059992,21.473628,3.103448,0.217241,0.135821,0.526238,1.173448,0.507449,-2.459938,10.409475,
TD17024,0.059984,21.186441,3.103448,0.217241,0.134004,0.526218,1.174931,0.509269,-2.423332,10.278072,
TD17025,0.059966,20.857776,3.103448,0.217241,0.131925,0.526137,1.176655,0.511276,-2.381697,10.127493,
TD17026,0.059967,20.589371,3.103448,0.217241,0.130228,0.526187,1.178069,0.512933,-2.347703,10.004375,
TD17027,0.059969,20.371785,3.103448,0.217241,0.128852,0.526229,1.179172,0.514260,-2.320219,9.904380,
TD17028,0.059970,20.115665,3.103448,0.217241,0.127232,0.526150,1.180483,0.515841,-2.287905,9.786774,
TD17029,0.059981,43.736332,3.103448,0.700000,0.472352,0.526086,0.622310,0.303655,-3.062168,20.213058,
TD17030,0.059854,40.875912,3.103448,0.700000,0.441460,0.526131,0.676207,0.321752,-2.974307,19.081752,
TD17031,0.060044,38.738240,3.103448,0.700000,0.418373,0.526287,0.711655,0.335916,-2.866353,18.214167,
TD17032,0.059995,37.164853,3.103448,0.700000,0.401380,0.526148,0.735276,0.346695,-2.769312,17.563578,
TD17033,0.060123,35.971223,3.103448,0.700000,0.388489,0.526208,0.751862,0.355344,-2.687564,17.062693,
TD17034,0.059945,35.114121,3.103448,0.700000,0.379233,0.526210,0.763241,0.361675,-2.625533,16.700276,
TD17035,0.060020,34.296913,3.103448,0.700000,0.370407,0.526213,0.773552,0.367467,-2.563939,16.351543,
TD17036,0.060120,33.532934,3.103448,0.700000,0.362156,0.526228,0.782862,0.373174,-2.504671,16.023713,
TD17037,0.059981,32.802249,3.103448,0.700000,0.354264,0.526242,0.791345,0.378632,-2.446579,15.707591,
TD17038,0.060106,32.117458,3.103448,0.700000,0.346869,0.526267,0.799103,0.383804,-2.390915,15.410186,
TD17039,0.059938,30.850595,3.103448,0.700000,0.333186,0.526223,0.812690,0.393345,-2.286029,14.855223,
TD17040,0.060095,30.263727,3.103448,0.700000,0.326848,0.526157,0.818724,0.397968,-2.236489,14.596628,
TD17041,0.060059,29.711375,3.103448,0.700000,0.320883,0.526316,0.824276,0.402377,-2.189516,14.352080,
TD17042,0.060025,29.178825,3.103448,0.700000,0.315131,0.526261,0.829414,0.406419,-2.144227,14.115465,
TD17043,0.060016,28.676772,3.103448,0.700000,0.309709,0.526219,0.834207,0.410488,-2.100983,13.891643,
TD17044,0.060008,28.191704,3.103448,0.700000,0.304470,0.526178,0.838690,0.414217,-2.059203,13.674587,
TD17045,0.060051,27.295769,3.103448,0.700000,0.294794,0.526223,0.846759,0.421330,-1.981868,13.271983,
TD17046,0.060088,26.876560,3.103448,0.700000,0.290267,0.526205,0.850414,0.424842,-1.945479,13.082933,
TD17047,0.059947,26.475038,3.103448,0.700000,0.285930,0.526286,0.853828,0.427950,-1.910741,12.901286,
TD17048,0.060007,26.090198,3.103448,0.700000,0.281774,0.526277,0.857069,0.431047,-1.877376,12.726798,
TD17049,0.059986,25.371511,3.103448,0.700000,0.274012,0.526278,0.862966,0.436934,-1.814969,12.399964,
TD17050,0.060075,25.031289,3.103448,0.700000,0.270338,0.526193,0.865655,0.439478,-1.785446,12.244770,
TD17051,0.060007,24.708789,3.103448,0.700000,0.266855,0.526121,0.868241,0.442287,-1.757501,12.097423,
TD17052,0.060079,24.100534,3.103448,0.700000,0.260286,0.526252,0.872966,0.447237,-1.704941,11.819074,
TD17053,0.060044,23.813574,3.103448,0.700000,0.257187,0.526280,0.875138,0.449566,-1.680218,11.687362,
TD17054,0.060007,23.271277,3.103448,0.700000,0.251330,0.526097,0.879207,0.453956,-1.633644,11.437832,
TD17055,0.060013,23.018744,3.103448,0.700000,0.248602,0.526143,0.881069,0.456100,-1.611805,11.321440,
TD17056,0.060045,22.537025,3.103448,0.700000,0.243400,0.526240,0.884586,0.460077,-1.570670,11.099163,
