CLUSTER,1
INPUT,6
HIDDEN1,5
OUTPUT,4
LearningRate,0.25
Convergence,0.01
MaxTraining,10000000
DataDescriptionBegin
Input5,Base Distance For Rake Angle Measurement
Input7,Wheel Diameter
Input8,Profile Angle
Input11,Rake Angle
Input12,Circular Land
Input13,Small Core Diameter
Output0,Wheel Setting Angle
Output1,Minimum Wheel Width
Output2,Wheel Displacement
Output3,Distance Between Axes
DataDescriptionEnd
TrainingSetBegin,Input5,Input7,Input8,Input11,Input12,Input13,Output0,Output1,Output2,Output3,
TD832,0.059945,35.1141,3.10345,0.212069,0.257086,0.576122,1.07103,0.413093,-3.71432,16.7908,
TD833,0.06002,34.2969,3.10345,0.212069,0.251102,0.575943,1.07659,0.418667,-3.60853,16.4321,
TD834,0.06012,33.5329,3.10345,0.212069,0.245509,0.576048,1.08166,0.424192,-3.5097,16.0956,
TD835,0.059981,32.8022,3.10345,0.212069,0.240159,0.575914,1.08634,0.429241,-3.41565,15.7718,
TD836,0.060106,32.1175,3.10345,0.212069,0.235146,0.57605,1.09065,0.434045,-3.32806,15.4673,
TD837,0.059981,49.9844,3.10345,0.212069,0.476414,0.626054,0.766793,0.238363,-4.79444,22.5973,
TD838,0.059854,46.7153,3.10345,0.212069,0.445255,0.625985,0.843379,0.264526,-4.63912,21.4861,
TD839,0.060044,44.2723,3.10345,0.212069,0.42197,0.625899,0.889931,0.284173,-4.42944,20.5971,
TD840,0.059995,42.4741,3.10345,0.212069,0.404831,0.625962,0.919379,0.298912,-4.24157,19.9129,
TD841,0.060123,41.11,3.10345,0.212069,0.391829,0.625899,0.93931,0.310123,-4.08659,19.3782,
TD842,0.059945,40.1304,3.10345,0.212069,0.382493,0.626035,0.95269,0.318284,-3.97015,18.9872,
TD843,0.06002,39.1965,3.10345,0.212069,0.373591,0.625919,0.964517,0.326066,-3.85669,18.6083,
TD844,0.06012,38.3234,3.10345,0.212069,0.365269,0.626108,0.975034,0.333413,-3.74826,18.2498,
TD845,0.059981,37.4883,3.10345,0.212069,0.35731,0.62582,0.984448,0.340206,-3.64386,17.9025,
TD846,0.060106,36.7057,3.10345,0.212069,0.349851,0.626061,0.992931,0.347098,-3.54508,17.574,
TD847,0.059938,35.2578,3.10345,0.212069,0.336051,0.626047,1.00759,0.359409,-3.36139,16.9581,
TD848,0.060095,34.5871,3.10345,0.212069,0.329658,0.626027,1.01397,0.36511,-3.27626,16.6695,
TD849,0.060059,33.9559,3.10345,0.212069,0.323642,0.626061,1.01976,0.370543,-3.1961,16.3964,
TD850,0.060025,33.3472,3.10345,0.212069,0.317841,0.626094,1.0251,0.375782,-3.11922,16.1311,
TD851,0.060016,32.7735,3.10345,0.212069,0.312372,0.625973,1.03007,0.380787,-3.04691,15.8798,
TD852,0.060008,32.2191,3.10345,0.212069,0.307088,0.626057,1.03462,0.385421,-2.97745,15.6355,
TD853,0.059995,42.4741,6.92308,0.473077,0.2721,0.500929,1.19115,0.372976,-1.21503,21.0908,
TD854,0.060123,41.11,6.92308,0.473077,0.263361,0.501028,1.20992,0.383607,-1.16701,20.4401,
TD855,0.059945,40.1304,6.92308,0.473077,0.257086,0.501129,1.223,0.391522,-1.13218,19.9719,
TD856,0.06002,39.1965,6.92308,0.473077,0.251102,0.50098,1.235,0.398579,-1.09897,19.5243,
TD857,0.06012,38.3234,6.92308,0.473077,0.245509,0.501078,1.24608,0.405269,-1.06778,19.1051,
TD858,0.059981,37.4883,6.92308,0.473077,0.240159,0.500937,1.25631,0.411434,-1.03796,18.7034,
TD859,0.060106,36.7057,6.92308,0.473077,0.235146,0.501032,1.26585,0.417298,-1.01032,18.3265,
TD860,0.059938,35.2578,6.92308,0.473077,0.22587,0.500881,1.28292,0.428162,-0.959013,17.6278,
TD861,0.060095,34.5871,6.92308,0.473077,0.221574,0.500865,1.29069,0.433204,-0.935365,17.3035,
TD862,0.060059,33.9559,6.92308,0.473077,0.21753,0.501061,1.29792,0.438031,-0.9132,16.9979,
TD863,0.060025,33.3472,6.92308,0.473077,0.213631,0.501042,1.30477,0.442268,-0.892038,16.703,
TD864,0.060016,32.7735,6.92308,0.473077,0.209955,0.501024,1.31131,0.446538,-0.872184,16.4248,
TD865,0.060008,32.2191,6.92308,0.473077,0.206404,0.501007,1.31739,0.450463,-0.853,16.1557,
TD866,0.060044,38.7382,5.38462,1.57638,0.428334,0.501937,0.966846,0.326231,-0.462645,19.5321,
TD867,0.059995,37.1649,5.38462,1.57692,0.411468,0.501991,0.991615,0.336873,-0.414123,18.7635,
TD868,0.060123,35.9712,5.38462,1.57692,0.398253,0.502055,1.00985,0.345067,-0.377698,18.1788,
TD869,0.059945,35.1141,5.38462,1.57692,0.388763,0.502132,1.02254,0.351141,-0.351392,17.7582,
TD870,0.06002,34.2969,5.38462,1.57692,0.379716,0.50196,1.03423,0.356933,-0.326801,17.3564,
TD871,0.06012,33.5329,5.38462,1.57692,0.371257,0.502036,1.04485,0.362635,-0.303952,16.9801,
TD872,0.059981,32.8022,5.38462,1.57692,0.363168,0.501874,1.05477,0.367854,-0.282568,16.62,
TD873,0.060106,32.1175,5.38462,1.57692,0.355586,0.50195,1.06385,0.373021,-0.262675,16.2817,
TD874,0.059995,37.1649,5.38462,0.5,0.278736,0.526945,1.44938,0.357314,-0.435891,18.8073,
TD875,0.060123,35.9712,5.38462,0.5,0.269784,0.526978,1.46123,0.366906,-0.384892,18.2187,
TD876,0.059945,35.1141,5.38462,0.5,0.263356,0.526963,1.46961,0.374216,-0.349135,17.7951,
TD877,0.06002,34.2969,5.38462,0.5,0.257227,0.526948,1.47731,0.380696,-0.316756,17.3907,
TD878,0.06012,33.5329,5.38462,0.5,0.251497,0.526946,1.48446,0.387066,-0.287186,17.0125,
TD879,0.059981,32.8022,5.38462,0.5,0.246017,0.526945,1.49115,0.39269,-0.260075,16.65,
TD880,0.060106,32.1175,5.38462,0.5,0.240881,0.526956,1.49746,0.398256,-0.235146,16.3102,
TD881,0.060026,68.1141,6.92308,1.55,0.436356,0.526181,0.731385,0.344402,-1.00298,33.8948,
TD882,0.060128,60.1278,6.92308,1.55,0.385194,0.526118,0.804692,0.381436,-0.865464,30.0308,
TD883,0.060081,54.3109,6.92308,1.55,0.347929,0.525798,0.849385,0.410048,-0.754243,27.1969,
TD884,0.059981,49.9844,6.92308,1.55,0.320212,0.526086,0.879077,0.432052,-0.669166,25.0797,
TD885,0.059854,46.7153,6.92308,1.55,0.29927,0.525839,0.899846,0.449051,-0.605547,23.475,
TD886,0.060044,44.2723,6.92308,1.55,0.283619,0.52601,0.914692,0.462092,-0.558107,22.2737,
TD887,0.059995,42.4741,6.92308,1.55,0.2721,0.526148,0.925385,0.471463,-0.523759,21.3881,
TD888,0.060123,41.11,6.92308,1.55,0.263361,0.525951,0.933308,0.478674,-0.497945,20.7158,
TD889,0.059945,40.1304,6.92308,1.55,0.257086,0.525959,0.939,0.483822,-0.479308,20.2328,
TD890,0.06002,39.1965,6.92308,1.55,0.251102,0.525968,0.944308,0.488731,-0.462028,19.7717,
TD891,0.06012,38.3234,6.92308,1.55,0.245509,0.525988,0.949308,0.493413,-0.445749,19.3406,
TD892,0.059981,37.4883,6.92308,1.55,0.240159,0.526007,0.954,0.497891,-0.430412,18.9281,
TD893,0.060106,36.7057,6.92308,1.55,0.235146,0.526038,0.958385,0.50195,-0.415921,18.5414,
TD894,0.059938,35.2578,6.92308,1.55,0.22587,0.526003,0.966615,0.509696,-0.389819,17.8255,
TD895,0.060095,34.5871,6.92308,1.55,0.221574,0.52594,0.970385,0.513186,-0.377648,17.4935,
TD896,0.060059,33.9559,6.92308,1.55,0.21753,0.526104,0.974,0.516553,-0.366299,17.1812,
TD897,0.060025,33.3472,6.92308,1.55,0.213631,0.526053,0.977462,0.5198,-0.355565,16.88,
TD898,0.060016,32.7735,6.92308,1.55,0.209955,0.526014,0.980769,0.522941,-0.34535,16.5959,
TD899,0.060008,32.2191,6.92308,1.55,0.206404,0.525977,0.983923,0.525775,-0.335683,16.3212,
TD900,0.060081,54.3109,6.92308,1.57692,0.526137,0.526816,0.542077,0.291921,-0.742363,26.9732,
TD901,0.059981,49.9844,6.92308,1.57692,0.484224,0.527023,0.628538,0.316464,-0.716026,24.9069,
TD902,0.059854,46.7153,6.92308,1.57692,0.452555,0.527007,0.685154,0.33635,-0.676496,23.3363,
TD903,0.060044,44.2723,6.92308,1.57692,0.428888,0.527117,0.723385,0.352241,-0.639458,22.1572,
TD904,0.059995,42.4741,6.92308,1.57692,0.411468,0.526945,0.749462,0.364216,-0.609238,21.2864,
TD905,0.060123,41.11,6.92308,1.57692,0.398253,0.526978,0.768154,0.373587,-0.584789,20.6244,
TD906,0.059945,40.1304,6.92308,1.57692,0.388763,0.526963,0.781231,0.380487,-0.566842,20.1482,
TD907,0.06002,39.1965,6.92308,1.57692,0.379716,0.526948,0.793154,0.38682,-0.549241,19.6933,
TD908,0.06012,38.3234,6.92308,1.57692,0.371257,0.526946,0.804077,0.393293,-0.532455,19.2678,
TD909,0.059981,37.4883,6.92308,1.57692,0.363168,0.526945,0.814154,0.399016,-0.516401,18.8604,
TD910,0.060106,36.7057,6.92308,1.57692,0.355586,0.526956,0.823462,0.404909,-0.501032,18.4781,
TD911,0.059938,35.2578,6.92308,1.57692,0.34156,0.526884,0.840154,0.415381,-0.472455,17.7699,
TD912,0.060095,34.5871,6.92308,1.57692,0.335063,0.527021,0.847615,0.420233,-0.459144,17.4414,
TD913,0.060059,33.9559,6.92308,1.57692,0.328947,0.526952,0.854692,0.425085,-0.446732,17.132,
TD914,0.060025,33.3472,6.92308,1.57692,0.323051,0.527095,0.861308,0.429554,-0.434556,16.8335,
TD915,0.060016,32.7735,6.92308,1.57692,0.317493,0.527038,0.867462,0.434043,-0.422982,16.552,
TD916,0.060008,32.2191,6.92308,1.57692,0.312122,0.526983,0.873308,0.437978,-0.412002,16.2797,
TD917,0.059995,37.1649,6.92308,0.473077,0.404831,0.576055,0.964462,0.302894,-0.907619,18.5206,
TD918,0.060123,35.9712,6.92308,0.473077,0.391829,0.576053,0.996077,0.314234,-0.874358,17.9586,
TD919,0.059945,35.1141,6.92308,0.473077,0.382493,0.576122,1.01769,0.322799,-0.849009,17.5535,
TD920,0.06002,34.2969,6.92308,0.473077,0.373591,0.575943,1.03715,0.33072,-0.823861,17.1661,
TD921,0.06012,33.5329,6.92308,0.473077,0.365269,0.576048,1.05477,0.338443,-0.79976,16.8026,
TD922,0.059981,32.8022,6.92308,0.473077,0.35731,0.575914,1.07085,0.345829,-0.776242,16.4541,
TD923,0.060106,32.1175,6.92308,0.473077,0.349851,0.57605,1.08546,0.352833,-0.753843,16.1269,
TD924,0.059854,40.8759,6.92308,0.473077,0.445255,0.600876,0.901,0.280584,-0.940146,20.3515,
TD925,0.060044,38.7382,6.92308,0.473077,0.42197,0.600996,0.958538,0.299945,-0.884892,19.3486,
TD926,0.059995,37.1649,6.92308,0.473077,0.404831,0.601009,0.996385,0.314839,-0.838333,18.6047,
TD927,0.060123,35.9712,6.92308,0.473077,0.391829,0.600976,1.02285,0.32631,-0.801387,18.037,
TD928,0.059945,35.1141,6.92308,0.473077,0.382493,0.600953,1.04092,0.335089,-0.773765,17.628,
TD929,0.06002,34.2969,6.92308,0.473077,0.373591,0.600931,1.05731,0.342969,-0.747183,17.2366,
TD930,0.06012,33.5329,6.92308,0.473077,0.365269,0.600958,1.07208,0.350898,-0.722156,16.8702,
TD931,0.059981,32.8022,6.92308,0.473077,0.35731,0.600984,1.08554,0.358247,-0.697985,16.5185,
TD932,0.060106,32.1175,6.92308,0.473077,0.349851,0.601055,1.09792,0.365221,-0.675155,16.1886,
TD933,0.060081,47.5221,6.92308,0.473077,0.517651,0.651052,0.795615,0.239647,-0.977257,23.6395,
TD934,0.059981,43.7363,6.92308,0.473077,0.476414,0.651047,0.900692,0.271165,-0.88941,21.8738,
TD935,0.059854,40.8759,6.92308,0.473077,0.445255,0.650803,0.963769,0.297226,-0.803504,20.5185,
TD936,0.060044,38.7382,6.92308,0.473077,0.42197,0.651079,1.004,0.317654,-0.734366,19.4958,
TD937,0.059995,37.1649,6.92308,0.473077,0.404831,0.650916,1.03054,0.333156,-0.682771,18.7383,
TD938,0.060123,35.9712,6.92308,0.473077,0.391829,0.650822,1.04908,0.345067,-0.643885,18.1611,
TD939,0.059945,35.1141,6.92308,0.473077,0.382493,0.651116,1.06185,0.3539,-0.616002,17.7457,
TD940,0.06002,34.2969,6.92308,0.473077,0.373591,0.650906,1.07339,0.362077,-0.589662,17.3486,
TD941,0.06012,33.5329,6.92308,0.473077,0.365269,0.651018,1.08385,0.37006,-0.565269,16.9768,
TD942,0.059981,32.8022,6.92308,0.473077,0.35731,0.65089,1.09346,0.37746,-0.542174,16.6202,
TD943,0.060106,32.1175,6.92308,0.473077,0.349851,0.651067,1.10231,0.384492,-0.520762,16.2858,
TD944,0.060277,84.3882,6.92308,1.54992,0.617842,0.650995,0.522615,0.214587,-1.03315,41.8903,
TD945,0.060079,69.5134,6.92308,1.54992,0.508937,0.650943,0.728,0.286991,-0.854518,34.7934,
TD946,0.060026,59.5998,6.92308,1.54992,0.436356,0.650915,0.807769,0.342699,-0.654747,29.9655,
TD947,0.060128,52.6118,6.92308,1.55,0.385194,0.650883,0.849154,0.384066,-0.516347,26.5306,
TD948,0.060081,47.5221,6.92308,1.55,0.347929,0.651052,0.874615,0.415479,-0.421249,24.0177,
TD949,0.059981,43.7363,6.92308,1.55,0.320212,0.651047,0.891846,0.438925,-0.354264,22.1437,
TD950,0.059854,40.8759,6.92308,1.55,0.29927,0.650803,0.904308,0.456934,-0.305985,20.725,
TD951,0.060044,38.7382,6.92308,1.55,0.283619,0.651079,0.913385,0.470393,-0.270891,19.6638,
TD952,0.059995,37.1649,6.92308,1.55,0.2721,0.650916,0.92,0.480223,-0.246084,18.8821,
TD953,0.060123,35.9712,6.92308,1.55,0.263361,0.650822,0.925,0.487667,-0.22739,18.2885,
TD954,0.059945,35.1141,6.92308,1.55,0.257086,0.651116,0.928615,0.493353,-0.214196,17.8626,
TD955,0.06002,34.2969,6.92308,1.55,0.251102,0.650906,0.932077,0.498285,-0.201862,17.4559,
TD956,0.06012,33.5329,6.92308,1.55,0.245509,0.651018,0.935308,0.503234,-0.190419,17.0757,
TD957,0.059981,32.8022,6.92308,1.55,0.240159,0.65089,0.938462,0.507732,-0.179709,16.712,
TD958,0.060106,32.1175,6.92308,1.55,0.235146,0.651067,0.941385,0.512044,-0.169534,16.3712,
TD959,0.059981,43.7363,6,1.34333,0.476414,0.526086,0.646333,0.318026,-0.848797,21.7104,
TD960,0.059854,40.8759,6,1.34333,0.445255,0.525839,0.701333,0.33781,-0.802628,20.3556,
TD961,0.060044,38.7382,6,1.34333,0.42197,0.52601,0.7384,0.353625,-0.75927,19.337,
TD962,0.059995,37.1649,6,1.34333,0.404831,0.526148,0.763533,0.365543,-0.723918,18.584,
TD963,0.060123,35.9712,6,1.34333,0.391829,0.525951,0.781467,0.374872,-0.695529,18.0108,
TD964,0.059945,35.1141,6,1.34333,0.382493,0.525959,0.793933,0.381741,-0.674693,17.5982,
TD965,0.06002,34.2969,6,1.34333,0.373591,0.525968,0.805333,0.38829,-0.654336,17.2041,
TD966,0.06012,33.5329,6,1.34333,0.365269,0.525988,0.8158,0.394491,-0.63497,16.8352,
TD967,0.059981,32.8022,6,1.34333,0.35731,0.526007,0.8254,0.400187,-0.616214,16.4817,
TD968,0.060106,32.1175,6,1.34333,0.349851,0.526038,0.834267,0.406056,-0.598532,16.15,
TD969,0.060081,47.5221,6,1.34333,0.517651,0.550916,0.596733,0.290563,-0.879837,23.5584,
TD970,0.059981,43.7363,6,1.34333,0.476414,0.551078,0.674733,0.316151,-0.830366,21.7741,
TD971,0.059854,40.8759,6,1.34333,0.445255,0.550949,0.724933,0.336934,-0.774599,20.4134,
TD972,0.060044,38.7382,6,1.34333,0.42197,0.550913,0.758467,0.353348,-0.726065,19.3904,
TD973,0.059995,37.1649,6,1.34333,0.404831,0.551102,0.7812,0.365808,-0.687815,18.6339,
TD974,0.060123,35.9712,6,1.34333,0.391829,0.550874,0.7974,0.375385,-0.658016,18.0583,
TD975,0.059945,35.1141,6,1.34333,0.382493,0.551041,0.808667,0.382493,-0.636067,17.6441,
TD976,0.06002,34.2969,6,1.34333,0.373591,0.550955,0.818933,0.38927,-0.614895,17.2484,
TD977,0.06012,33.5329,6,1.34333,0.365269,0.551138,0.828333,0.395689,-0.59497,16.8781,
TD978,0.059981,32.8022,6,1.34333,0.35731,0.550843,0.837,0.401593,-0.575914,16.5232,
TD979,0.060106,32.1175,6,1.34333,0.349851,0.551044,0.845,0.407433,-0.557926,16.1902,
TD980,0.060081,54.3109,6,1.36667,0.526137,0.551935,0.583867,0.285811,-0.98167,26.8714,
TD981,0.059981,49.9844,6,1.36667,0.484224,0.552015,0.664667,0.311778,-0.932833,24.8357,
TD982,0.059854,46.7153,6,1.36667,0.452555,0.551825,0.7162,0.332555,-0.872409,23.2826,
TD983,0.060044,44.2723,6,1.36667,0.428888,0.55202,0.750333,0.349198,-0.819037,22.1146,
TD984,0.059995,42.4741,6,1.36667,0.411468,0.551898,0.7734,0.361826,-0.77648,21.2509,
TD985,0.060123,41.11,6,1.36667,0.398253,0.551901,0.789667,0.371531,-0.74332,20.5933,
TD986,0.059945,40.1304,6,1.36667,0.388763,0.552044,0.801,0.378731,-0.718836,20.1204,
TD987,0.06002,39.1965,6,1.36667,0.379716,0.551935,0.811267,0.385595,-0.695247,19.6683,
TD988,0.06012,38.3234,6,1.36667,0.371257,0.552096,0.820667,0.392096,-0.673054,19.2453,
TD989,0.059981,37.4883,6,1.36667,0.363168,0.552015,0.829267,0.398079,-0.651593,18.8397,
TD990,0.060106,36.7057,6,1.36667,0.355586,0.551961,0.8372,0.403992,-0.631567,18.4595,
TD991,0.059938,35.2578,6,1.36667,0.34156,0.552005,0.8514,0.415161,-0.594315,17.7545,
TD992,0.060095,34.5871,6,1.36667,0.335063,0.551881,0.857733,0.420233,-0.577173,17.4276,
TD993,0.060059,33.9559,6,1.36667,0.328947,0.551995,0.8636,0.425085,-0.560908,17.1195,
TD994,0.060025,33.3472,6,1.36667,0.323051,0.551897,0.869133,0.429762,-0.545436,16.8222,
TD995,0.060016,32.7735,6,1.36667,0.317493,0.552028,0.874333,0.434248,-0.530725,16.5418,
TD996,0.060008,32.2191,6,1.36667,0.312122,0.551953,0.8792,0.438582,-0.516714,16.2704,
TD997,0.060128,60.1278,6,0.433267,0.394589,0.576851,0.985,0.308906,-1.82976,29.6362,
TD998,0.060081,54.3109,6,0.433333,0.356415,0.577054,1.05967,0.348608,-1.60048,26.9246,
TD999,0.059981,49.9844,6,0.433333,0.328022,0.577007,1.10453,0.378632,-1.41987,24.8754,
TD1000,0.059854,46.7153,6,0.433333,0.306569,0.576934,1.13387,0.401168,-1.28438,23.3118,
TD1001,0.060044,44.2723,6,0.433333,0.290537,0.576923,1.15393,0.418373,-1.18511,22.1364,
TD1002,0.059995,42.4741,6,0.433333,0.278736,0.577117,1.16787,0.430847,-1.11335,21.2679,
TD1003,0.060123,41.11,6,0.433333,0.269784,0.577081,1.17793,0.440134,-1.05987,20.6071,
TD1004,0.059945,40.1304,6,0.433333,0.263356,0.577126,1.18507,0.447203,-1.02207,20.1319,
TD1005,0.06002,39.1965,6,0.433333,0.257227,0.576923,1.19167,0.453454,-0.986281,19.6781,
TD1006,0.06012,38.3234,6,0.433333,0.251497,0.577006,1.1978,0.459641,-0.953533,19.2534,
TD1007,0.059981,37.4883,6,0.433333,0.246017,0.576851,1.20353,0.465323,-0.922446,18.8468,
TD1008,0.060106,36.7057,6,0.433333,0.240881,0.576967,1.20887,0.47075,-0.893554,18.4652,
TD1009,0.059938,35.2578,6,0.433333,0.231379,0.576906,1.2186,0.480608,-0.841119,17.7583,
TD1010,0.060095,34.5871,6,0.433333,0.226978,0.576956,1.22307,0.485084,-0.817121,17.4306,
TD1011,0.060059,33.9559,6,0.433333,0.222835,0.577037,1.22727,0.489601,-0.794779,17.1218,
TD1012,0.060025,33.3472,6,0.433333,0.218841,0.576907,1.23127,0.493747,-0.773447,16.8239,
TD1013,0.060016,32.7735,6,0.433333,0.215076,0.577018,1.23507,0.497542,-0.753585,16.5428,
TD1014,0.060008,32.2191,6,0.433333,0.211438,0.576923,1.23867,0.501208,-0.734595,16.271,
TD1015,0.060044,44.2723,6,0.433333,0.428888,0.576923,0.894533,0.279192,-1.37493,21.7947,
TD1016,0.059995,42.4741,6,0.433333,0.411468,0.577117,0.940733,0.295461,-1.32254,20.9758,
TD1017,0.060123,41.11,6,0.433333,0.398253,0.577081,0.972333,0.307811,-1.27621,20.3489,
TD1018,0.059945,40.1304,6,0.433333,0.388763,0.577126,0.993733,0.31678,-1.24028,19.8962,
TD1019,0.06002,39.1965,6,0.433333,0.379716,0.576923,1.01273,0.325576,-1.20456,19.462,
TD1020,0.06012,38.3234,6,0.433333,0.371257,0.577006,1.0298,0.333653,-1.16982,19.0546,
TD1021,0.059981,37.4883,6,0.433333,0.363168,0.576851,1.0452,0.341378,-1.13613,18.6628,
TD1022,0.060106,36.7057,6,0.433333,0.355586,0.576967,1.05913,0.348933,-1.10369,18.2948,
TD1023,0.059938,35.2578,6,0.433333,0.34156,0.576906,1.0834,0.362715,-1.04319,17.6108,
TD1024,0.060095,34.5871,6,0.433333,0.335063,0.576956,1.094,0.369217,-1.01492,17.2925,
TD1025,0.060059,33.9559,6,0.433333,0.328947,0.577037,1.1038,0.375424,-0.988115,16.9924,
TD1026,0.060025,33.3472,6,0.433333,0.323051,0.576907,1.11287,0.381201,-0.962484,16.7022,
TD1027,0.060016,32.7735,6,0.433333,0.317493,0.577018,1.12133,0.386932,-0.93814,16.4283,
TD1028,0.060008,32.2191,6,0.433333,0.312122,0.576923,1.12913,0.392267,-0.914821,16.1629,
TD1029,0.060128,52.6118,6,1.34333,0.573093,0.600902,0.5468,0.250658,-0.909433,26.0767,
TD1030,0.060081,47.5221,6,1.34333,0.517651,0.600815,0.6578,0.284793,-0.852682,23.6901,
TD1031,0.059981,43.7363,6,1.34333,0.476414,0.601062,0.722667,0.313027,-0.773508,21.8903,
TD1032,0.059854,40.8759,6,1.34333,0.445255,0.600876,0.763667,0.335474,-0.703358,20.5177,
TD1033,0.060044,38.7382,6,1.34333,0.42197,0.600996,0.7908,0.353071,-0.648035,19.4859,
TD1034,0.059995,37.1649,6,1.34333,0.404831,0.601009,0.809133,0.366074,-0.606318,18.7231,
TD1035,0.060123,35.9712,6,1.34333,0.391829,0.600976,0.822133,0.376156,-0.574769,18.1429,
TD1036,0.059945,35.1141,6,1.34333,0.382493,0.600953,0.8312,0.383747,-0.552044,17.7256,
TD1037,0.06002,34.2969,6,1.34333,0.373591,0.600931,0.8394,0.39074,-0.530622,17.3268,
TD1038,0.06012,33.5329,6,1.34333,0.365269,0.600958,0.847,0.397365,-0.510419,16.9538,
TD1039,0.059981,32.8022,6,1.34333,0.35731,0.600984,0.853933,0.403702,-0.491331,16.5965,
TD1040,0.060106,32.1175,6,1.34333,0.349851,0.601055,0.8604,0.409727,-0.473503,16.2613,
TD1041,0.059981,49.9844,6,0.433333,0.484224,0.626992,0.8404,0.25617,-1.38238,24.6745,
TD1042,0.059854,46.7153,6,0.433333,0.452555,0.626861,0.9176,0.282628,-1.28409,23.1807,
TD1043,0.060044,44.2723,6,0.433333,0.428888,0.627006,0.9656,0.303542,-1.19341,22.0465,
TD1044,0.059995,42.4741,6,0.433333,0.411468,0.627024,0.996467,0.319352,-1.12185,21.2028,
TD1045,0.060123,41.11,6,0.433333,0.398253,0.626927,1.01767,0.331706,-1.06629,20.5581,
TD1046,0.059945,40.1304,6,0.433333,0.388763,0.627038,1.03207,0.340607,-1.02583,20.0933,
TD1047,0.06002,39.1965,6,0.433333,0.379716,0.626899,1.04493,0.349094,-0.987506,19.6482,
TD1048,0.06012,38.3234,6,0.433333,0.371257,0.627066,1.05653,0.357365,-0.951617,19.2309,
TD1049,0.059981,37.4883,6,0.433333,0.363168,0.626992,1.067,0.365042,-0.917526,18.8306,
TD1050,0.060106,36.7057,6,0.433333,0.355586,0.626979,1.07653,0.372333,-0.885754,18.4545,
TD1051,0.059938,35.2578,6,0.433333,0.34156,0.626928,1.09333,0.386073,-0.827677,17.7567,
TD1052,0.060095,34.5871,6,0.433333,0.335063,0.626891,1.10073,0.392348,-0.801124,17.4323,
TD1053,0.060059,33.9559,6,0.433333,0.328947,0.627122,1.1076,0.398345,-0.776316,17.1269,
TD1054,0.060025,33.3472,6,0.433333,0.323051,0.626928,1.11393,0.404127,-0.752814,16.8318,
TD1055,0.060016,32.7735,6,0.433333,0.317493,0.626997,1.11987,0.409668,-0.730643,16.5533,
TD1056,0.060008,32.2191,6,0.433333,0.312122,0.627064,1.12547,0.414821,-0.709625,16.2837,
TD1057,0.059981,43.7363,4.66667,0.433333,0.484224,0.651984,1.12427,0.241487,-0.783818,22.0634,
TD1058,0.059854,40.8759,4.66667,0.433333,0.452555,0.651971,1.1686,0.267445,-0.579562,20.6937,
TD1059,0.060044,38.7382,4.66667,0.433333,0.428888,0.651909,1.19467,0.288046,-0.439956,19.6544,
TD1060,0.059995,37.1649,4.66667,0.433333,0.411468,0.651978,1.2108,0.303424,-0.34643,18.8829,
TD1061,0.060123,35.9712,4.66667,0.433333,0.398253,0.65185,1.2216,0.315262,-0.280576,18.2947,
TD1062,0.059945,35.1141,4.66667,0.433333,0.388763,0.652119,1.22893,0.323802,-0.235766,17.8711,
TD1063,0.06002,34.2969,4.66667,0.433333,0.379716,0.651886,1.2354,0.331945,-0.195492,17.4662,
TD1064,0.06012,33.5329,4.66667,0.433333,0.371257,0.651976,1.24113,0.33988,-0.159281,17.0869,
TD1065,0.059981,32.8022,4.66667,0.433333,0.363168,0.651828,1.2464,0.347001,-0.126523,16.7235,
TD1066,0.060106,32.1175,4.66667,0.433333,0.355586,0.651984,1.25113,0.35398,-0.097041,16.3827,
TD1067,0.060081,54.3109,5,1.11944,0.347929,0.45112,0.7995,0.395791,-1.74542,26.6069,
TD1068,0.059981,49.9844,5,1.11944,0.320212,0.451109,0.838778,0.417057,-1.60075,24.5795,
TD1069,0.059854,46.7153,5,1.11944,0.29927,0.451095,0.865389,0.433285,-1.4838,23.0356,
TD1070,0.060044,44.2723,5,1.11944,0.283619,0.451024,0.883944,0.446043,-1.39375,21.8758,
TD1071,0.059995,42.4741,5,1.11944,0.2721,0.451022,0.896944,0.455269,-1.32679,21.0188,
TD1072,0.060123,41.11,5,1.11944,0.263361,0.450925,0.906389,0.46223,-1.27544,20.3669,
TD1073,0.059945,40.1304,5,1.11944,0.257086,0.450966,0.913056,0.467519,-1.23878,19.8979,
TD1074,0.06002,39.1965,5,1.11944,0.251102,0.451004,0.919222,0.472562,-1.20358,19.4503,
TD1075,0.06012,38.3234,5,1.11944,0.245509,0.451018,0.924944,0.477126,-1.17078,19.0311,
TD1076,0.059981,37.4883,5,1.11944,0.240159,0.451031,0.930278,0.48149,-1.13941,18.6296,
TD1077,0.060106,36.7057,5,1.11944,0.235146,0.451021,0.935222,0.485662,-1.10989,18.253,
TD1078,0.059938,35.2578,5,1.11944,0.22587,0.45108,0.944278,0.493389,-1.05575,17.5551,
TD1079,0.060095,34.5871,5,1.11944,0.221574,0.45093,0.948333,0.496974,-1.0307,17.2315,
TD1080,0.060059,33.9559,5,1.11944,0.21753,0.450976,0.952222,0.500424,-1.00722,16.9266,
TD1081,0.060025,33.3472,5,1.11944,0.213631,0.451021,0.955833,0.503543,-0.984577,16.6323,
TD1082,0.060016,32.7735,5,1.11944,0.209955,0.451045,0.959278,0.50676,-0.963335,16.3548,
